GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
ADGRG2	HsaEX1002871	chrX:19121499-19121669	171	chrX:19122442,19121499-19121669,19082746	S	51.05	SOK,SOK,89=32=58,B1,S@91.38,87.62	60.49	LOW,LOW,38=11=16,B1,S@39.32,25.68	45.45	OK,OK,24=11=21,B1,S@25.45,30.55	46.84	OK,OK,27=10=21,B1,S@27.17,30.83	50.23	SOK,SOK,80=27=53,B1,S@80.37,79.63	46.00	OK,OK,36=10=27,B1,S@33.58,39.42	57.69	VLOW,VLOW,22=8=11,B1,S@23.65,17.35	50.82	LOW,LOW,22=9=15,B1,S@23.38,22.62	67.54	SOK,SOK,182=51=56,B1,S@195.19,93.81	76.24	LOW,LOW,65=12=12,B2,S@67.85,21.15	68.89	LOW,LOW,50=12=14,B1,S@52.36,23.64	61.04	SOK,SOK,67=27=30,B1,S@75.69,48.31	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	17.79
DPP7	HsaEX0020851	chr9:137112749-137112805	57	chr9:137112806+137112953,137112720+137112745+137112749-137112805,137112169+137112230	S	93.82	OK,OK,37=53=3,OK,S@87.25,5.75	93.84	LOW,LOW,16=14=1,OK,S@29.09,1.91	95.05	LOW,LOW,14=24=1,OK,S@37.07,1.93	91.74	VLOW,VLOW,7=15=1,B1,S@21.10,1.90	49.50	LOW,LOW,16=15=16,OK,S@23.27,23.73	26.46	N,N,2=3=7,OK,S@3.18,8.82	56.77	N,N,7=6=5,OK,S@10.22,7.78	62.28	N,N,7=6=4,OK,S@10.59,6.41	63.71	OK,OK,25=48=21,OK,S@59.89,34.11	50.44	VLOW,VLOW,11=7=9,OK,S@13.62,13.38	61.48	VLOW,VLOW,5=14=6,B1,S@15.37,9.63	75.13	VLOW,VLOW,9=27=6,B1,S@31.55,10.45	66.78	N,N,10=2=3,B2,S@10.02,4.98	33.01	N,N,1=1=2,OK,S@1.32,2.68	100.00	N,N,6=0=0,Bn,S@6.00,0.00	67.16	N,N,3=1=1,B1,S@3.36,1.64	30.64	LOW,LOW,7=10=19,OK,S@11.03,24.97	12.22	N,N,0=2=7,Bn,S@1.10,7.90	24.82	N,N,2=2=6,OK,S@2.48,7.52	55.63	N,N,3=2=2,OK,S@3.89,3.11	32.68	N,N,0=2=2,Bn,S@1.31,2.69	33.33	N,N,1=0=1,Bn,S@0.67,1.33	59.53	N,N,1=2=1,OK,S@2.38,1.62	79.97	N,N,7=9=2,OK,S@14.39,3.61	33.33	N,N,0=1=1,Bn,S@0.67,1.33	66.50	N,N,3=1=1,B1,S@3.33,1.67	100.00	N,N,4=7=0,OK,S@11.00,0.00	59.82	N,N,9=3=4,B1,S@9.57,6.43	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	19.53	N,N,0=1=2,Bn,S@0.59,2.41	49.82	N,N,3=1=2,B1,S@2.99,3.01	100.00	N,N,2=1=0,B1,S@3.00,0.00	100.00	N,N,4=0=0,Bn,S@4.00,0.00	-31.19
MROH1	HsaEX1024204	chr8:144242602-144242628	27	chr8:144242467+144242515,144242602-144242628,144243494	S	24.61	OK,OK,8=11=51,OK,S@17.23,52.77	35.08	VLOW,VLOW,3=5=13,OK,S@7.37,13.63	19.96	OK,OK,3=3=21,OK,S@5.39,21.61	20.51	LOW,LOW,2=3=17,OK,S@4.51,17.49	20.04	OK,OK,3=5=28,OK,S@7.21,28.79	19.34	VLOW,VLOW,1=2=11,B1,S@2.71,11.29	16.24	N,N,1=1=9,OK,S@1.79,9.21	24.78	N,N,1=2=8,B1,S@2.73,8.27	9.01	OK,OK,5=2=61,B1,S@6.13,61.87	16.84	LOW,LOW,3=1=17,B1,S@3.54,17.46	0.00	LOW,LOW,0=0=16,Bn,S@0.00,16.00	8.49	OK,OK,2=1=28,OK,S@2.63,28.37	7.07	SOK,SOK,9=6=171,OK,S@13.15,172.85	6.10	OK,OK,3=1=53,B1,S@3.48,53.52	5.51	OK,OK,3=1=59,B1,S@3.47,59.53	9.41	OK,OK,3=4=59,OK,S@6.21,59.79	7.52	SOK,SOK,11=2=137,B2,S@11.28,138.72	14.72	OK,OK,3=1=20,B1,S@3.53,20.47	4.08	OK,OK,1=0=20,Bn,S@0.86,20.14	6.61	OK,OK,2=0=24,Bn,S@1.72,24.28	8.35	OK,OK,3=0=28,Bn,S@2.59,28.41	7.49	OK,OK,2=0=21,Bn,S@1.72,21.28	3.59	OK,OK,0=1=24,Bn,S@0.90,24.10	6.29	SOK,SOK,1=7=106,B2,S@7.17,106.83	6.44	OK,OK,0=3=39,Bn,S@2.70,39.30	2.80	OK,OK,0=1=31,Bn,S@0.90,31.10	8.94	OK,OK,1=3=36,B1,S@3.58,36.42	12.56	SOK,SOK,22=12=205,OK,S@30.02,208.98	15.17	OK,OK,4=2=29,OK,S@5.31,29.69	15.12	OK,OK,9=2=53,B1,S@9.68,54.32	11.70	OK,OK,3=1=26,B1,S@3.51,26.49	2.95	OK,OK,1=0=28,Bn,S@0.86,28.14	15.51	OK,OK,1=5=29,B2,S@5.43,29.57	11.48	OK,OK,4=2=40,OK,S@5.28,40.72	-16.74
L1CAM	HsaEX0035105	chrX:153863883-153864017	135	chrX:153864322,153863711+153863883-153864017,153863549	S	57.95	SOK,SOK,301=1372=607,B1,S@1321.26,958.74	57.98	SOK,SOK,108=499=220,B1,S@479.49,347.51	57.93	SOK,SOK,92=500=215,B2,S@467.50,339.50	57.95	SOK,SOK,101=373=172,B1,S@374.36,271.64	24.43	SOK,SOK,116=603=1112,B2,S@447.31,1383.69	22.47	SOK,SOK,45=195=414,B1,S@146.95,507.05	24.52	SOK,SOK,34=185=337,B2,S@136.33,419.67	26.48	SOK,SOK,37=223=361,B2,S@164.44,456.56	37.23	SOK,SOK,256=1242=1263,B1,S@1027.92,1733.08	40.13	SOK,SOK,83=413=370,B1,S@347.53,518.47	35.85	SOK,SOK,78=350=383,B1,S@290.74,520.26	36.01	SOK,SOK,95=479=510,B2,S@390.35,693.65	82.52	OK,OK,44=41=9,OK,S@77.57,16.43	76.00	VLOW,VLOW,9=10=3,OK,S@16.72,5.28	83.33	OK,OK,26=24=5,OK,S@45.83,9.17	88.89	N,N,9=7=1,OK,S@15.11,1.89	78.95	N,N,8=7=2,OK,S@13.42,3.58	33.33	N,N,0=1=1,Bn,S@0.67,1.33	71.43	N,N,2=3=1,OK,S@4.29,1.71	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,3=1=0,B1,S@4.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	83.33	LOW,LOW,27=13=4,B1,S@36.67,7.33	75.00	N,N,9=3=2,B1,S@10.50,3.50	91.30	VLOW,VLOW,14=7=1,OK,S@20.09,1.91	77.78	N,N,4=3=1,OK,S@6.22,1.78	98.11	SOK,SOK,63=41=1,OK,S@103.02,1.98	100.00	N,N,8=3=0,B1,S@11.00,0.00	100.00	N,N,18=2=0,B2,S@20.00,0.00	100.00	N,N,3=14=0,B1,S@17.00,0.00	92.86	LOW,LOW,15=11=1,OK,S@25.07,1.93	100.00	VLOW,VLOW,10=7=0,OK,S@17.00,0.00	100.00	N,N,9=4=0,B1,S@13.00,0.00	-20.62
L1CAM	HsaEX0035102	chrX:153865088-153865210	123	chrX:153865299,153865088-153865210,153864994	S	92.50	SOK,SOK,91=131=9,OK,S@213.68,17.32	91.58	OK,OK,32=55=4,OK,S@83.34,7.66	91.43	OK,OK,23=41=3,OK,S@61.26,5.74	94.67	OK,OK,36=35=2,OK,S@69.11,3.89	45.54	SOK,SOK,42=60=61,OK,S@74.23,88.77	48.94	OK,OK,21=25=24,OK,S@34.26,35.74	43.33	LOW,LOW,7=19=17,B1,S@18.63,24.37	42.86	OK,OK,14=16=20,OK,S@21.43,28.57	73.87	SOK,SOK,64=100=29,OK,S@142.57,50.43	69.62	OK,OK,20=35=12,OK,S@46.65,20.35	80.00	OK,OK,18=30=6,OK,S@43.20,10.80	73.49	OK,OK,26=35=11,OK,S@52.91,19.09	100.00	OK,OK,44=48=0,OK,S@92.00,0.00	100.00	VLOW,VLOW,8=13=0,OK,S@21.00,0.00	100.00	OK,OK,23=18=0,OK,S@41.00,0.00	100.00	LOW,LOW,13=17=0,OK,S@30.00,0.00	100.00	VLOW,VLOW,11=7=0,OK,S@18.00,0.00	100.00	N,N,2=0=0,Bn,S@2.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,2=0=0,Bn,S@2.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,2=4=0,OK,S@6.00,0.00	100.00	N,N,2=2=0,OK,S@4.00,0.00	100.00	OK,OK,17=21=0,OK,S@38.00,0.00	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	VLOW,VLOW,8=13=0,OK,S@21.00,0.00	100.00	N,N,5=5=0,OK,S@10.00,0.00	100.00	OK,OK,54=36=0,OK,S@90.00,0.00	100.00	N,N,8=6=0,OK,S@14.00,0.00	100.00	N,N,6=5=0,OK,S@11.00,0.00	100.00	VLOW,VLOW,13=7=0,OK,S@20.00,0.00	100.00	N,N,12=2=0,B2,S@14.00,0.00	100.00	VLOW,VLOW,9=11=0,OK,S@20.00,0.00	100.00	N,N,6=5=0,OK,S@11.00,0.00	-18.19
PRSS21	HsaEX6041917	chr16:2818759-2818969	211	chr16:2817966,2818677+2818683+2818759-2818969,2825970	C2	75.66	SOK,SOK,136=237=60,OK,C3@327.61,105.39	78.05	SOK,SOK,46=82=18,OK,C3@113.95,32.05	71.10	SOK,SOK,45=78=25,OK,C2@105.23,42.77	78.21	SOK,SOK,45=77=17,OK,C3@108.71,30.29	70.37	SOK,SOK,52=100=32,OK,C2@129.48,54.52	67.16	OK,OK,15=30=11,OK,C2@37.61,18.39	71.76	OK,OK,24=37=12,OK,C2@52.38,20.62	71.88	LOW,LOW,13=33=9,B1,C2@39.53,15.47	55.73	SOK,SOK,81=128=83,OK,C2@162.73,129.27	63.64	OK,OK,28=42=20,OK,C2@57.28,32.72	50.41	OK,OK,19=42=30,B1,C2@45.87,45.13	54.17	SOK,SOK,34=44=33,OK,C2@60.13,50.87	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	-19.72
PRSS21	HsaEX6041916	chr16:2820981-2821067	87	chr16:2817966,2820918+2820955+2820981-2821067+2821109,2825970	C3	69.65	SOK,SOK,219=139=78,OK,C3@303.67,132.33	73.12	SOK,SOK,75=61=25,OK,C3@117.72,43.28	59.09	SOK,SOK,67=37=36,OK,C3@82.73,57.27	77.63	SOK,SOK,77=41=17,OK,C3@104.80,30.20	45.19	SOK,SOK,58=64=74,OK,C3@88.57,107.43	40.91	OK,OK,15=21=26,OK,C3@25.36,36.64	46.67	OK,OK,21=28=28,OK,C3@35.94,41.06	48.05	OK,OK,22=15=20,OK,C3@27.39,29.61	42.93	SOK,SOK,94=82=117,OK,C3@125.78,167.22	40.91	OK,OK,23=31=39,OK,C3@38.05,54.95	40.74	OK,OK,32=23=40,OK,C3@38.70,56.30	46.85	SOK,SOK,39=28=38,OK,C3@49.19,55.81	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	-27.12
LRRC23	HsaEX0036543	chr12:6882196-6882327	132	chr12:6873781,6882196-6882327,6905585	C3	32.88	OK,OK,41=7=49,B2,C3@31.89,65.11	28.12	OK,OK,16=2=23,B2,C3@11.53,29.47	30.00	VLOW,VLOW,10=2=14,B1,C3@7.80,18.20	42.86	VLOW,VLOW,15=3=12,B1,C3@12.86,17.14	18.28	OK,OK,14=3=38,B1,C3@10.05,44.95	17.65	VLOW,VLOW,5=1=14,B1,C3@3.53,16.47	20.00	VLOW,VLOW,5=0=10,Bn,C3@3.00,12.00	17.65	VLOW,VLOW,4=2=14,OK,C3@3.53,16.47	15.86	OK,OK,18=5=61,B1,C3@13.32,70.68	12.50	OK,OK,5=1=21,B1,C3@3.38,23.62	11.11	OK,OK,5=0=20,Bn,C3@2.78,22.22	23.08	OK,OK,8=4=20,OK,C3@7.39,24.61	57.25	SOK,SOK,76=82=59,OK,C3@124.23,92.77	48.78	OK,OK,19=21=21,OK,C3@29.76,31.24	66.67	OK,OK,30=34=16,OK,C3@53.34,26.66	55.10	OK,OK,27=27=22,OK,C3@41.88,34.12	75.77	SOK,SOK,126=193=51,OK,C3@280.35,89.65	87.50	OK,OK,22=34=4,OK,C3@52.50,7.50	69.23	LOW,LOW,11=34=10,B1,C3@38.08,16.92	86.67	OK,OK,28=37=5,OK,C3@60.67,9.33	81.25	OK,OK,23=29=6,OK,C3@47.12,10.88	75.00	OK,OK,28=26=9,OK,C3@47.25,15.75	58.02	LOW,LOW,14=33=17,B1,C3@37.13,26.87	71.21	SOK,SOK,78=110=38,OK,C3@160.93,65.07	74.71	OK,OK,29=36=11,OK,C3@56.78,19.22	69.52	OK,OK,31=42=16,OK,C3@61.87,27.13	69.44	OK,OK,18=32=11,OK,C3@42.36,18.64	76.31	SOK,SOK,209=242=70,OK,C3@397.58,123.42	66.37	OK,OK,35=40=19,OK,C3@62.39,31.61	71.20	SOK,SOK,38=51=18,OK,C3@76.18,30.82	85.71	OK,OK,33=39=6,OK,C3@66.85,11.15	84.62	OK,OK,36=41=7,OK,C3@71.08,12.92	68.18	OK,OK,31=29=14,OK,C3@50.45,23.55	86.67	OK,OK,36=42=6,OK,C3@72.80,11.20	-18.10
PLEKHH3	HsaEX0048402	chr17:42674741-42674875	135	chr17:42675931+42676398+42676402,42674741-42674875,42674409	S	24.14	OK,OK,15=6=33,B1,S@13.04,40.96	22.58	VLOW,VLOW,5=2=12,B1,S@4.29,14.71	26.67	VLOW,VLOW,5=3=11,OK,S@5.07,13.93	23.08	VLOW,VLOW,5=1=10,B1,S@3.69,12.31	9.62	OK,OK,6=4=47,OK,S@5.48,51.52	17.65	VLOW,VLOW,3=3=14,OK,S@3.53,16.47	0.00	LOW,LOW,0=0=19,Bn,S@0.00,19.00	12.50	VLOW,VLOW,3=1=14,B1,S@2.25,15.75	9.52	OK,OK,6=2=38,B1,S@4.38,41.62	7.14	VLOW,VLOW,2=0=13,Bn,S@1.07,13.93	4.35	VLOW,VLOW,1=0=11,Bn,S@0.52,11.48	15.15	VLOW,VLOW,3=2=14,OK,S@2.88,16.12	11.11	SOK,SOK,14=11=100,OK,S@13.89,111.11	15.89	OK,OK,11=6=45,OK,S@9.85,52.15	6.02	OK,OK,3=2=39,OK,S@2.65,41.35	8.57	LOW,LOW,0=3=16,Bn,S@1.63,17.37	19.53	SOK,SOK,20=30=103,OK,S@29.88,123.12	47.83	N,N,1=10=6,B2,S@8.13,8.87	27.27	VLOW,VLOW,4=5=12,OK,S@5.73,15.27	12.82	LOW,LOW,1=4=17,B1,S@2.82,19.18	13.64	LOW,LOW,3=3=19,OK,S@3.41,21.59	16.13	OK,OK,7=3=26,B1,S@5.81,30.19	16.36	OK,OK,4=5=23,OK,S@5.24,26.76	2.63	OK,OK,1=3=74,B1,S@2.05,75.95	1.23	OK,OK,1=0=40,Bn,S@0.50,40.50	8.11	LOW,LOW,0=3=17,Bn,S@1.62,18.38	0.00	LOW,LOW,0=0=17,Bn,S@0.00,17.00	6.08	SOK,SOK,7=11=139,OK,S@9.55,147.45	6.98	OK,OK,0=3=20,Bn,S@1.61,21.39	5.88	OK,OK,1=3=32,B1,S@2.12,33.88	8.57	LOW,LOW,2=1=16,OK,S@1.63,17.37	5.88	LOW,LOW,2=0=16,Bn,S@1.06,16.94	4.48	OK,OK,1=2=32,OK,S@1.57,33.43	6.12	OK,OK,1=2=23,OK,S@1.59,24.41	-15.23
FSTL3	HsaEX0026509	chr19:677792-677977	186	chr19:676526,677792-677977+678083,681650	C3	60.47	SOK,SOK,759=29=134,B2,S@557.53,364.47	64.25	SOK,SOK,210=8=31,B2,S@159.98,89.02	56.11	SOK,SOK,268=12=57,B2,S@189.09,147.91	62.42	SOK,SOK,281=9=46,B2,S@209.73,126.27	10.17	SOK,SOK,197=23=493,B2,S@72.51,640.49	10.58	SOK,SOK,63=9=154,B2,S@23.91,202.09	10.35	SOK,SOK,66=5=154,B2,S@23.29,201.71	9.67	SOK,SOK,68=9=185,B2,S@25.34,236.66	21.12	SOK,SOK,360=39=389,B2,C1@166.43,621.57	18.22	SOK,SOK,117=10=146,B2,S@49.74,223.26	24.33	SOK,SOK,105=12=99,B2,C1@52.55,163.45	21.78	SOK,SOK,138=17=144,B2,C1@65.12,233.88	100.00	SOK,SOK,188=229=0,OK,C3@417.00,0.00	100.00	SOK,SOK,59=91=0,OK,C3@150.00,0.00	100.00	SOK,SOK,53=71=0,OK,C3@124.00,0.00	100.00	SOK,SOK,76=67=0,OK,C2@143.00,0.00	97.55	SOK,SOK,165=158=3,OK,C2@318.01,7.99	87.79	OK,OK,19=25=2,OK,C3@40.38,5.62	100.00	OK,OK,30=24=0,OK,C2@54.00,0.00	100.00	OK,OK,17=20=0,OK,C3@37.00,0.00	95.92	OK,OK,23=24=1,OK,C3@46.04,1.96	100.00	OK,OK,37=30=0,OK,C2@67.00,0.00	100.00	OK,OK,39=35=0,OK,C2@74.00,0.00	92.39	SOK,SOK,190=156=10,OK,C2@328.91,27.09	84.46	SOK,SOK,67=66=8,OK,C2@119.09,21.91	98.13	SOK,SOK,57=48=1,OK,C2@104.02,1.98	98.18	SOK,SOK,66=42=1,OK,C2@107.02,1.98	100.00	OK,OK,28=33=0,OK,C3@61.00,0.00	100.00	N,N,4=5=0,OK,C3@9.00,0.00	100.00	N,N,2=3=0,OK,C3@5.00,0.00	100.00	N,N,4=4=0,OK,C2@8.00,0.00	100.00	N,N,6=2=0,B1,C2@8.00,0.00	100.00	N,N,4=11=0,B1,C3@15.00,0.00	100.00	N,N,8=8=0,OK,C2@16.00,0.00	-39.49
FSTL3	HsaEX0026510	chr19:680274-680489	216	chr19:676526,680274-680489,681650	C3	31.04	SOK,SOK,27=191=136,B2,C2@109.88,244.12	40.99	SOK,SOK,7=67=32,B2,C2@43.45,62.55	26.34	SOK,SOK,11=67=58,B2,C2@35.82,100.18	28.38	SOK,SOK,9=57=46,B2,C2@31.79,80.21	9.83	SOK,SOK,18=130=498,B2,C1@63.50,582.50	13.01	SOK,SOK,9=54=154,B2,C1@28.23,188.77	8.90	SOK,SOK,5=36=154,B2,C1@17.36,177.65	7.85	SOK,SOK,4=40=190,B2,C1@18.37,215.63	15.41	SOK,SOK,31=191=397,B2,C1@95.39,523.61	10.89	SOK,SOK,8=53=148,B2,C1@22.76,186.24	19.88	SOK,SOK,10=62=101,B2,C2@34.39,138.61	16.66	SOK,SOK,13=76=148,B2,C1@39.48,197.52	100.00	SOK,SOK,229=183=0,OK,C3@412.00,0.00	100.00	SOK,SOK,91=74=0,OK,C3@165.00,0.00	100.00	SOK,SOK,71=48=0,OK,C3@119.00,0.00	100.00	SOK,SOK,67=61=0,OK,C3@128.00,0.00	98.97	SOK,SOK,160=234=1,OK,C3@390.93,4.07	93.15	OK,OK,26=30=1,OK,C3@53.10,3.90	100.00	OK,OK,24=43=0,OK,C3@67.00,0.00	100.00	OK,OK,20=31=0,OK,C3@51.00,0.00	100.00	OK,OK,25=41=0,OK,C3@66.00,0.00	100.00	OK,OK,30=47=0,OK,C3@77.00,0.00	100.00	OK,OK,35=42=0,OK,C3@77.00,0.00	92.53	SOK,SOK,157=171=9,OK,C3@311.83,25.17	85.81	SOK,SOK,66=82=8,OK,C3@133.86,22.14	100.00	OK,OK,49=43=0,OK,C3@92.00,0.00	97.78	OK,OK,42=46=1,OK,C3@87.02,1.98	100.00	OK,OK,33=60=0,OK,C3@93.00,0.00	100.00	VLOW,VLOW,5=13=0,B1,C3@18.00,0.00	100.00	N,N,3=7=0,B1,C3@10.00,0.00	100.00	N,N,4=6=0,OK,C3@10.00,0.00	100.00	N,N,2=10=0,B2,C3@12.00,0.00	100.00	LOW,LOW,11=16=0,OK,C3@27.00,0.00	100.00	N,N,8=8=0,OK,C3@16.00,0.00	-16.09
NLK	HsaEX0043088	chr17:28185179-28185265	87	chr17:28172618,28185179-28185265,28191021	S	59.02	OK,OK,33=39=25,OK,S@57.25,39.75	66.67	VLOW,VLOW,13=11=6,OK,S@20.00,10.00	56.52	VLOW,VLOW,13=13=10,OK,S@20.35,15.65	55.00	VLOW,VLOW,7=15=9,B1,S@17.05,13.95	73.74	OK,OK,35=38=13,OK,S@63.42,22.58	66.67	VLOW,VLOW,12=12=6,OK,S@20.00,10.00	69.23	VLOW,VLOW,7=11=4,OK,S@15.23,6.77	83.78	LOW,LOW,16=15=3,OK,S@28.49,5.51	75.44	SOK,SOK,40=46=14,OK,S@75.44,24.56	86.05	LOW,LOW,19=18=3,OK,S@34.42,5.58	68.75	VLOW,VLOW,8=14=5,OK,S@18.56,8.44	69.23	VLOW,VLOW,13=14=6,OK,S@22.85,10.15	86.40	SOK,SOK,325=272=47,OK,S@556.42,87.58	91.23	SOK,SOK,116=92=10,OK,S@198.88,19.12	87.12	SOK,SOK,126=104=17,OK,S@215.19,31.81	79.90	SOK,SOK,83=76=20,OK,S@143.02,35.98	88.47	SOK,SOK,143=118=17,OK,S@245.95,32.05	87.76	OK,OK,21=22=3,OK,S@40.37,5.63	88.68	OK,OK,28=19=3,OK,S@44.34,5.66	83.78	LOW,LOW,20=11=3,OK,S@28.49,5.51	92.00	VLOW,VLOW,12=11=1,OK,S@22.08,1.92	91.18	OK,OK,31=31=3,OK,S@59.27,5.73	87.30	OK,OK,31=24=4,OK,S@51.51,7.49	90.79	SOK,SOK,246=227=24,OK,S@451.23,45.77	88.72	SOK,SOK,97=76=11,OK,S@163.24,20.76	90.91	SOK,SOK,83=77=8,OK,S@152.73,15.27	93.33	SOK,SOK,66=74=5,OK,S@135.33,9.67	89.81	SOK,SOK,189=181=21,OK,S@351.16,39.84	96.00	OK,OK,44=52=2,OK,S@94.08,3.92	87.63	OK,OK,47=38=6,OK,S@79.74,11.26	100.00	OK,OK,21=23=0,OK,S@44.00,0.00	77.27	LOW,LOW,15=19=5,OK,S@30.14,8.86	83.87	OK,OK,27=25=5,OK,S@47.81,9.19	90.77	OK,OK,35=24=3,OK,S@56.28,5.72	15.28
