GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
SLC13A5	HsaEX0058673	chr17:6687529-6687666	138	chr17:6690779,6687529-6687666,6686338	S	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	55.51	SOK,SOK,1442=1066=1005,OK,S@1950.07,1562.93	54.34	SOK,SOK,511=372=371,OK,S@681.42,572.58	52.64	SOK,SOK,454=413=390,OK,S@661.68,595.32	60.83	SOK,SOK,477=281=244,OK,S@609.52,392.48	70.47	SOK,SOK,1575=1222=586,OK,S@2384.00,999.00	75.63	SOK,SOK,304=236=87,OK,S@474.20,152.80	73.68	SOK,SOK,314=257=102,OK,S@495.87,177.13	72.81	SOK,SOK,276=222=93,OK,S@430.31,160.69	69.17	SOK,SOK,285=240=117,OK,S@444.07,197.93	66.46	SOK,SOK,205=124=83,OK,S@273.82,138.18	61.62	SOK,SOK,191=143=104,OK,S@269.90,168.10	51.95	SOK,SOK,1241=865=974,OK,S@1600.06,1479.94	50.85	SOK,SOK,555=372=448,OK,S@699.19,675.81	49.81	SOK,SOK,384=273=331,OK,S@492.12,495.88	57.24	SOK,SOK,302=220=195,OK,S@410.41,306.59	73.96	SOK,SOK,1789=1074=504,OK,S@2490.23,876.77	82.86	SOK,SOK,372=179=57,B1,S@503.79,104.21	74.37	SOK,SOK,321=178=86,OK,S@435.06,149.94	67.54	SOK,SOK,215=122=81,OK,S@282.32,135.68	70.63	SOK,SOK,192=135=68,OK,S@278.99,116.01	71.91	SOK,SOK,327=226=108,OK,S@475.33,185.67	74.13	SOK,SOK,362=234=104,OK,S@518.91,181.09	17.63
CTDSPL	HsaEX0017812	chr3:37957111-37957143	33	chr3:37947211,37957111-37957143,37964571	S	23.42	VLOW,VLOW,4=1=11,B1,C1@3.75,12.25	34.98	N,N,4=0=5,Bn,S@3.15,5.85	0.00	N,N,0=0=4,Bn,C2@0.00,4.00	25.23	N,N,0=1=2,Bn,S@0.76,2.24	27.80	N,N,1=3=7,B1,C1@3.06,7.94	0.00	N,N,0=0=4,Bn,C2@0.00,4.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	30.96	N,N,0=2=3,Bn,S@1.55,3.45	36.59	N,N,1=5=7,B1,C1@4.76,8.24	0.00	N,N,0=0=2,Bn,C2@0.00,2.00	50.25	N,N,1=2=2,OK,C1@2.51,2.49	40.24	N,N,0=3=3,Bn,S@2.41,3.59	35.27	SOK,SOK,81=157=294,OK,C1@187.64,344.36	35.17	SOK,SOK,29=54=103,OK,C1@65.42,120.58	33.18	SOK,SOK,28=62=122,B1,C1@70.34,141.66	38.81	SOK,SOK,24=41=69,OK,C1@52.01,81.99	39.62	SOK,SOK,80=115=200,OK,C1@156.50,238.50	41.79	OK,OK,17=15=30,OK,C1@25.91,36.09	40.23	OK,OK,8=18=26,B1,S@20.92,31.08	44.97	OK,OK,15=19=28,OK,S@27.88,34.12	44.85	OK,OK,12=17=24,OK,S@23.77,29.23	33.70	OK,OK,13=24=49,OK,S@28.98,57.02	36.68	OK,OK,15=22=43,OK,C1@29.34,50.66	33.88	SOK,SOK,82=138=289,OK,C1@172.45,336.55	30.79	SOK,SOK,29=47=115,OK,C1@58.81,132.19	34.64	SOK,SOK,32=42=94,OK,S@58.20,109.80	37.06	SOK,SOK,21=49=80,B1,S@55.59,94.41	51.70	SOK,SOK,88=149=149,OK,S@199.56,186.44	55.56	OK,OK,18=21=21,OK,S@33.34,26.66	46.14	OK,OK,7=21=22,B1,C1@23.07,26.93	43.71	OK,OK,12=18=26,OK,S@24.48,31.52	55.10	LOW,OK,14=17=17,OK,S@26.45,21.55	55.74	OK,SOK,16=42=31,B1,S@49.61,39.39	51.75	OK,SOK,21=30=32,OK,S@42.95,40.05	15.61
OGT	HsaEX0044702	chrX:71555190-71555385	196	chrX:71554592,71555190-71555385,71555954+71556012	S	82.27	SOK,SOK,150=113=29,OK,S@240.23,51.77	80.53	SOK,SOK,55=42=12,OK,S@87.78,21.22	84.10	SOK,SOK,53=40=9,OK,S@85.78,16.22	82.36	OK,OK,42=31=8,OK,S@66.71,14.29	86.15	SOK,SOK,114=93=17,OK,S@192.98,31.02	92.93	OK,OK,45=32=3,OK,S@74.34,5.66	74.36	OK,OK,29=22=9,OK,S@44.62,15.38	88.93	OK,OK,40=39=5,OK,S@74.70,9.30	88.16	SOK,SOK,151=141=20,OK,S@275.06,36.94	95.93	OK,OK,54=38=2,OK,S@90.17,3.83	85.09	OK,SOK,43=47=8,OK,S@83.39,14.61	84.87	SOK,SOK,54=56=10,OK,S@101.84,18.16	78.58	SOK,SOK,569=774=185,OK,S@1200.70,327.30	77.66	SOK,SOK,159=227=56,OK,S@343.26,98.74	77.41	SOK,SOK,197=243=65,OK,S@390.92,114.08	80.32	SOK,SOK,213=304=64,OK,S@466.66,114.34	90.39	SOK,SOK,170=200=20,OK,S@352.52,37.48	94.37	LOW,LOW,16=16=1,OK,S@31.14,1.86	89.36	LOW,LOW,17=16=2,OK,S@31.28,3.72	84.30	VLOW,VLOW,12=9=2,OK,S@19.39,3.61	100.00	VLOW,LOW,14=10=0,OK,S@24.00,0.00	89.96	SOK,SOK,50=74=7,OK,S@117.85,13.15	89.62	SOK,SOK,61=75=8,OK,S@129.05,14.95	74.65	SOK,SOK,611=786=240,OK,S@1222.02,414.98	68.36	SOK,SOK,169=211=89,OK,S@320.61,148.39	79.48	SOK,SOK,210=264=62,OK,S@426.01,109.99	75.50	SOK,SOK,232=311=89,OK,S@477.16,154.84	95.05	SOK,SOK,190=188=10,OK,S@368.79,19.21	91.26	OK,OK,43=39=4,OK,S@78.48,7.52	95.12	OK,OK,36=41=2,OK,S@75.14,3.86	100.00	VLOW,VLOW,9=13=0,OK,S@22.00,0.00	100.00	VLOW,VLOW,12=10=0,OK,S@22.00,0.00	100.00	OK,OK,41=39=0,OK,S@80.00,0.00	92.36	OK,SOK,49=46=4,OK,S@91.44,7.56	18.00
NADK2	HsaEX0011115	chr5:36208625-36208690	66	chr5:36211844,36208625-36208690,36207265	S	18.06	SOK,SOK,92=109=456,OK,S@118.65,538.35	20.62	SOK,SOK,36=44=154,OK,S@48.25,185.75	16.92	SOK,SOK,31=35=162,OK,S@38.58,189.42	16.42	SOK,SOK,25=30=140,OK,S@32.02,162.98	20.98	SOK,SOK,89=125=403,OK,S@129.45,487.55	19.18	SOK,SOK,31=44=158,OK,S@44.69,188.31	22.56	SOK,SOK,32=42=127,OK,S@45.35,155.65	21.59	SOK,SOK,26=39=118,OK,S@39.51,143.49	15.64	SOK,SOK,68=87=418,OK,S@89.62,483.38	15.28	SOK,SOK,21=23=122,OK,S@25.36,140.64	15.51	SOK,SOK,18=29=128,OK,S@27.14,147.86	16.00	SOK,SOK,29=35=168,OK,S@37.12,194.88	8.78	SOK,SOK,21=36=296,OK,S@30.99,322.01	5.15	SOK,SOK,4=6=92,OK,S@5.25,96.75	9.30	SOK,SOK,6=18=117,B1,S@13.11,127.89	11.68	SOK,SOK,11=12=87,OK,S@12.85,97.15	15.64	SOK,SOK,32=34=178,OK,S@38.16,205.84	22.22	OK,OK,8=8=28,OK,S@9.78,34.22	25.37	OK,OK,9=8=25,OK,S@10.66,31.34	14.89	OK,OK,2=5=20,B1,S@4.02,22.98	10.00	N,N,1=1=9,OK,S@1.10,9.90	12.96	OK,OK,5=9=47,OK,S@7.91,53.09	9.26	OK,OK,7=3=49,B1,S@5.46,53.54	10.61	SOK,SOK,33=42=316,OK,S@41.49,349.51	9.58	SOK,SOK,10=15=118,OK,S@13.70,129.30	7.26	SOK,SOK,6=12=115,OK,S@9.66,123.34	16.16	SOK,SOK,17=15=83,OK,S@18.58,96.42	24.40	SOK,SOK,76=57=206,OK,S@82.72,256.28	28.86	OK,OK,29=14=53,B1,S@27.71,68.29	22.97	OK,OK,22=12=57,OK,S@20.90,70.10	31.91	LOW,LOW,7=8=16,OK,S@9.89,21.11	18.37	OK,OK,4=5=20,OK,S@5.33,23.67	23.08	OK,OK,7=11=30,OK,S@11.08,36.92	18.92	OK,OK,7=7=30,OK,S@8.32,35.68	15.31
MSI2	HsaEX0040317	chr17:57676987-57677059	73	chr17:57675126+57675347+57675385,57676987-57677059,57679549+57679607	S	89.19	LOW,LOW,12=21=2,OK,S@31.22,3.78	80.95	VLOW,VLOW,5=12=2,B1,S@15.38,3.62	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,3=6=0,OK,S@9.00,0.00	100.00	VLOW,VLOW,9=22=0,B1,S@31.00,0.00	100.00	N,N,3=7=0,B1,S@10.00,0.00	100.00	N,N,3=6=0,OK,S@9.00,0.00	100.00	N,N,3=9=0,B1,S@12.00,0.00	100.00	LOW,LOW,11=20=0,OK,S@31.00,0.00	100.00	N,N,1=6=0,B2,S@7.00,0.00	100.00	N,N,4=8=0,OK,S@12.00,0.00	100.00	N,N,6=6=0,OK,S@12.00,0.00	93.66	SOK,SOK,550=810=46,OK,S@1316.86,89.14	94.89	SOK,SOK,191=292=13,OK,S@470.65,25.35	94.82	SOK,SOK,201=312=14,OK,S@499.70,27.30	90.55	SOK,SOK,158=206=19,OK,S@346.81,36.19	85.51	SOK,SOK,222=262=41,OK,S@448.93,76.07	92.45	OK,OK,29=20=2,OK,S@47.15,3.85	86.11	OK,OK,28=34=5,OK,S@57.69,9.31	71.11	OK,OK,28=36=13,OK,S@54.75,22.25	87.34	OK,OK,34=35=5,OK,S@64.63,9.37	83.82	SOK,SOK,53=61=11,OK,S@104.77,20.23	92.65	SOK,SOK,50=76=5,OK,S@121.37,9.63	91.18	SOK,SOK,520=659=57,OK,S@1126.98,109.02	88.24	SOK,SOK,217=278=33,OK,S@465.91,62.09	94.27	SOK,SOK,191=237=13,OK,S@415.73,25.27	92.09	SOK,SOK,112=144=11,OK,S@245.88,21.12	74.92	SOK,SOK,218=260=80,OK,S@418.05,139.95	70.15	SOK,SOK,38=56=20,OK,S@79.97,34.03	69.91	OK,OK,38=41=17,OK,S@67.11,28.89	80.56	OK,OK,30=28=7,OK,S@52.36,12.64	75.61	OK,OK,19=43=10,B1,S@54.44,17.56	68.85	SOK,SOK,50=34=19,OK,S@70.92,32.08	87.83	SOK,SOK,43=58=7,OK,S@94.86,13.14	-17.94
ZFYVE27	HsaEX0072776	chr10:97743094-97743164	71	chr10:97738649+97738674,97743094-97743164,97744729+97744765	S	71.65	OK,OK,29=22=10,OK,C1@43.71,17.29	70.21	VLOW,VLOW,12=7=4,OK,S@16.15,6.85	83.13	VLOW,VLOW,11=9=2,OK,S@18.29,3.71	59.82	N,N,6=6=4,OK,C1@9.57,6.43	37.28	OK,OK,11=18=24,OK,C2@19.76,33.24	16.38	VLOW,VLOW,1=3=10,B1,C3@2.29,11.71	49.63	N,N,4=8=6,OK,C2@8.93,9.07	44.55	N,N,6=7=8,OK,C2@9.36,11.64	78.34	OK,OK,29=44=10,OK,C1@65.02,17.98	75.62	VLOW,VLOW,14=11=4,OK,C1@21.93,7.07	72.26	N,N,4=17=4,B1,C1@18.07,6.93	86.93	LOW,LOW,11=16=2,OK,C1@25.21,3.79	73.64	SOK,SOK,143=188=59,OK,C1@287.20,102.80	71.19	SOK,SOK,45=59=21,OK,C1@88.99,36.01	72.23	SOK,SOK,54=82=26,OK,C1@117.01,44.99	79.05	SOK,SOK,44=47=12,OK,S@81.42,21.58	76.26	SOK,SOK,103=135=37,OK,C1@209.72,65.28	84.00	OK,OK,15=27=4,OK,S@38.64,7.36	62.16	VLOW,VLOW,10=13=7,OK,S@18.65,11.35	76.38	LOW,LOW,10=16=4,OK,C1@22.91,7.09	73.37	LOW,LOW,20=13=6,OK,C1@28.61,10.39	83.28	OK,OK,26=34=6,OK,S@54.96,11.04	72.96	OK,OK,22=32=10,OK,C1@46.69,17.31	71.40	SOK,SOK,121=130=50,OK,C1@214.91,86.09	75.34	OK,OK,38=42=13,OK,S@70.07,22.93	66.52	SOK,SOK,40=48=22,OK,C1@73.17,36.83	73.39	OK,OK,43=40=15,OK,C1@71.92,26.08	90.84	SOK,SOK,147=151=15,OK,S@284.33,28.67	90.36	OK,OK,36=39=4,OK,S@71.38,7.62	85.55	OK,OK,37=34=6,OK,S@65.87,11.13	93.33	LOW,LOW,13=15=1,OK,S@27.07,1.93	93.35	LOW,LOW,13=15=1,OK,C1@27.07,1.93	94.59	LOW,LOW,17=18=1,OK,S@34.05,1.95	93.76	OK,OK,31=30=2,OK,S@59.07,3.93	17.66
ARHGAP12	HsaEX0005405	chr10:31839637-31839711	75	chr10:31843461,31839622+31839637-31839711,31831800	C2	72.78	SOK,SOK,256=128=92,OK,C2@346.43,129.57	76.50	SOK,SOK,84=51=28,OK,C2@124.70,38.30	68.66	SOK,SOK,82=44=38,OK,C2@112.60,51.40	73.37	SOK,SOK,90=33=26,OK,C1@109.32,39.68	77.88	SOK,SOK,260=156=84,OK,C2@389.40,110.60	80.59	SOK,SOK,98=59=25,OK,C2@146.67,35.33	77.15	SOK,SOK,81=44=26,OK,C2@116.50,34.50	75.93	SOK,SOK,81=53=33,OK,C2@126.80,40.20	74.81	SOK,SOK,196=89=69,OK,C2@264.83,89.17	75.03	SOK,SOK,66=31=24,OK,C2@90.79,30.21	73.24	OK,SOK,58=19=19,OK,C2@70.31,25.69	75.66	SOK,SOK,72=39=26,OK,C2@103.65,33.35	55.24	SOK,SOK,372=176=304,OK,C2@470.64,381.36	50.89	SOK,SOK,97=51=104,OK,C2@128.24,123.76	58.97	SOK,SOK,188=74=117,OK,C2@223.50,155.50	54.49	SOK,SOK,87=51=83,OK,C2@120.42,100.58	65.12	SOK,SOK,175=61=84,OK,C2@208.38,111.62	75.72	LOW,OK,36=10=9,OK,C2@41.65,13.35	71.93	LOW,OK,25=11=9,OK,C2@32.37,12.63	66.49	VLOW,LOW,20=5=8,OK,C2@21.94,11.06	78.90	LOW,OK,18=10=6,OK,C2@26.83,7.17	63.85	OK,SOK,47=14=23,OK,C2@53.63,30.37	47.98	OK,OK,29=11=29,OK,C2@33.11,35.89	55.80	SOK,SOK,246=119=198,OK,C2@314.15,248.85	57.55	SOK,SOK,88=41=65,OK,C2@111.65,82.35	52.03	SOK,SOK,94=40=82,OK,C2@112.38,103.62	58.85	SOK,SOK,64=38=51,OK,C2@90.04,62.96	73.04	SOK,SOK,222=102=76,OK,C2@292.16,107.84	74.73	OK,SOK,46=25=16,OK,C2@65.02,21.98	69.12	SOK,SOK,63=22=22,OK,C1@73.96,33.04	87.40	VLOW,VLOW,14=7=2,OK,C2@20.10,2.90	80.19	VLOW,LOW,20=9=4,OK,C1@26.46,6.54	77.05	OK,OK,40=17=11,OK,C2@52.39,15.61	66.83	OK,SOK,39=22=21,OK,C2@54.80,27.20	21.11
POLL	HsaEX0048980	chr10:101583588-101583681	94	chr10:101584602,101583508+101583588-101583681,101582837+101582891	C2	77.21	SOK,SOK,81=34=17,B1,C2@101.92,30.08	79.35	LOW,LOW,32=14=6,B1,C2@41.26,10.74	77.15	LOW,LOW,24=10=5,B1,C2@30.09,8.91	74.61	LOW,LOW,25=10=6,B1,C1@30.59,10.41	85.32	SOK,SOK,78=38=10,B1,C1@107.50,18.50	74.99	LOW,LOW,24=12=6,B1,C1@31.50,10.50	91.71	OK,OK,29=15=2,OK,C1@42.19,3.81	90.06	LOW,LOW,25=11=2,B1,C1@34.22,3.78	72.32	OK,OK,42=26=13,OK,C2@58.58,22.42	59.01	VLOW,VLOW,14=9=8,OK,C2@18.29,12.71	67.78	VLOW,VLOW,7=10=4,OK,C2@14.23,6.77	93.29	VLOW,VLOW,21=7=1,B1,C1@27.05,1.95	65.45	SOK,SOK,149=175=85,OK,C2@267.69,141.31	70.23	SOK,SOK,53=75=27,OK,C2@108.86,46.14	66.12	SOK,SOK,60=70=33,OK,C2@107.78,55.22	56.82	OK,OK,36=30=25,OK,C2@51.71,39.29	84.53	SOK,SOK,186=276=42,OK,C1@426.03,77.97	85.25	SOK,SOK,43=61=9,OK,C1@96.33,16.67	84.15	OK,OK,31=44=7,OK,C1@69.00,13.00	94.98	OK,OK,30=46=2,OK,S@74.08,3.92	72.92	OK,OK,24=36=11,OK,C1@51.77,19.23	81.29	OK,OK,29=41=8,OK,C1@63.41,14.59	88.49	OK,OK,29=48=5,OK,C1@72.56,9.44	62.71	SOK,SOK,170=182=104,OK,C2@285.96,170.04	61.13	SOK,SOK,79=82=51,OK,C2@129.60,82.40	61.43	SOK,SOK,64=58=38,OK,C2@98.29,61.71	69.49	OK,OK,27=42=15,OK,C1@58.37,25.63	85.01	SOK,SOK,208=279=43,OK,C1@450.55,79.45	82.49	SOK,SOK,41=53=10,OK,C1@85.79,18.21	97.71	OK,OK,43=41=1,OK,C1@83.05,1.95	83.19	OK,OK,23=37=6,OK,C2@54.91,11.09	78.41	OK,OK,17=41=8,B1,C1@51.75,14.25	85.28	SOK,SOK,45=59=9,OK,C1@96.37,16.63	82.88	OK,OK,39=48=9,OK,C1@79.56,16.44	20.60
POLL	HsaEX0048972	chr10:101582763-101582837	75	chr10:101583508+101583588,101582621+101582755+101582763-101582837+101582891,101580308+101580416	C1	80.21	OK,OK,41=41=10,OK,C1@73.79,18.21	84.82	LOW,LOW,17=17=3,OK,C1@31.38,5.62	77.51	VLOW,VLOW,12=9=3,OK,C2@18.60,5.40	77.04	LOW,LOW,12=15=4,OK,C1@23.88,7.12	85.84	OK,OK,42=32=6,OK,C1@68.67,11.33	74.67	VLOW,VLOW,14=10=4,OK,C2@20.91,7.09	92.98	LOW,LOW,16=11=1,OK,C1@26.03,1.97	91.88	VLOW,VLOW,12=11=1,OK,C1@22.05,1.95	70.01	OK,OK,28=24=11,OK,C2@44.11,18.89	51.39	VLOW,VLOW,10=5=7,OK,C2@11.31,10.69	79.74	VLOW,VLOW,11=13=3,OK,C1@21.53,5.47	86.48	N,N,7=6=1,OK,C1@12.11,1.89	79.04	SOK,SOK,210=172=50,OK,C1@341.45,90.55	82.44	SOK,SOK,88=46=14,OK,C1@122.01,25.99	76.10	SOK,SOK,77=90=26,OK,C1@146.87,46.13	79.97	OK,OK,45=36=10,OK,C2@72.77,18.23	93.29	SOK,SOK,299=236=19,OK,C1@516.83,37.17	93.21	SOK,SOK,66=45=4,OK,C1@107.19,7.81	93.78	OK,OK,48=43=3,OK,C1@88.15,5.85	100.00	OK,OK,48=41=0,OK,S@89.00,0.00	82.39	OK,OK,39=37=8,OK,C1@69.21,14.79	92.37	OK,OK,46=28=3,OK,C1@71.12,5.88	97.88	OK,OK,52=42=1,OK,C1@92.99,2.01	74.65	SOK,SOK,221=167=65,OK,C2@338.16,114.84	75.11	SOK,SOK,102=87=31,OK,C2@165.24,54.76	70.08	SOK,SOK,71=48=25,OK,C2@100.92,43.08	81.37	OK,OK,48=32=9,OK,C1@72.42,16.58	94.97	SOK,SOK,309=189=13,OK,C1@485.30,25.70	94.01	OK,OK,60=35=3,OK,C1@92.13,5.87	100.00	OK,OK,42=27=0,OK,S@69.00,0.00	91.29	OK,OK,40=24=3,OK,C1@61.16,5.84	95.22	OK,OK,47=34=2,OK,C1@79.03,3.97	96.36	SOK,SOK,66=42=2,OK,C1@106.00,4.00	93.04	OK,OK,54=27=3,OK,C1@78.15,5.85	15.49
ASXL1	HsaEX0006387	chr20:32429901-32430053	153	chr20:32429431,32429882+32429901-32430053,32431321	S	57.58	SOK,SOK,36=97=49,B1,S@104.80,77.20	64.21	OK,OK,17=44=17,B1,S@50.08,27.92	63.38	LOW,LOW,13=32=13,B1,S@36.76,21.24	41.54	LOW,LOW,6=21=19,B1,S@19.11,26.89	41.23	SOK,SOK,38=56=67,OK,S@66.38,94.62	40.26	OK,OK,12=19=23,OK,S@21.74,32.26	40.54	OK,OK,15=15=22,OK,S@21.08,30.92	42.86	OK,OK,11=22=22,OK,S@23.57,31.43	59.13	SOK,SOK,42=94=47,B1,S@108.21,74.79	67.27	LOW,LOW,13=24=9,OK,S@30.94,15.06	50.82	LOW,LOW,8=23=15,B1,S@23.38,22.62	59.65	OK,OK,21=47=23,B1,S@54.28,36.72	55.91	SOK,SOK,566=588=455,OK,S@899.59,709.41	60.69	SOK,SOK,201=185=125,OK,S@310.13,200.87	54.21	SOK,SOK,200=264=196,OK,S@357.79,302.21	53.15	SOK,SOK,165=139=134,OK,S@232.80,205.20	59.48	SOK,SOK,317=276=202,OK,S@472.87,322.13	66.67	SOK,SOK,39=41=20,OK,S@66.67,33.33	65.89	SOK,SOK,51=34=22,OK,S@70.50,36.50	60.38	OK,OK,39=25=21,OK,S@51.32,33.68	58.33	OK,OK,34=36=25,OK,S@55.41,39.59	55.38	SOK,SOK,74=65=56,OK,S@107.99,87.01	57.20	SOK,SOK,80=75=58,OK,S@121.84,91.16	53.22	SOK,SOK,350=469=360,OK,S@627.46,551.54	47.40	SOK,SOK,135=148=157,OK,S@208.56,231.44	56.18	SOK,SOK,121=179=117,OK,S@234.27,182.73	57.84	SOK,SOK,94=142=86,OK,S@186.24,135.76	76.71	SOK,SOK,495=427=140,OK,S@814.66,247.34	77.61	SOK,SOK,104=97=29,OK,S@178.50,51.50	79.84	SOK,SOK,111=95=26,OK,S@185.23,46.77	73.21	OK,OK,45=37=15,OK,S@71.01,25.99	70.21	OK,OK,29=37=14,OK,S@56.17,23.83	77.87	SOK,SOK,92=91=26,OK,S@162.75,46.25	75.41	SOK,SOK,114=70=30,OK,S@161.38,52.62	19.67
EHBP1L1	HsaEX0021841	chr11:65581539-65581965	427	chr11:65581251+65581326+65581373,65581539-65581965+65582016+65582283,65584241	C1	88.97	SOK,SOK,149=42=11,B1,C1@179.72,22.28	89.06	LOW,LOW,61=11=4,B2,C1@67.69,8.31	96.59	OK,OK,45=19=1,B1,C1@62.78,2.22	81.39	LOW,LOW,43=12=6,B1,C1@49.65,11.35	68.94	OK,OK,49=15=14,B1,C1@53.77,24.23	60.24	N,N,15=4=6,B1,C1@15.06,9.94	85.00	VLOW,VLOW,17=6=2,B1,S@21.25,3.75	64.25	VLOW,VLOW,17=5=6,B1,C1@17.99,10.01	88.32	SOK,SOK,158=36=12,B1,C1@181.94,24.06	90.15	VLOW,VLOW,48=8=3,B2,C1@53.19,5.81	87.94	LOW,LOW,50=13=4,B1,S@58.92,8.08	87.31	OK,OK,60=15=5,B1,C1@69.85,10.15	78.99	SOK,SOK,390=83=57,B1,S@418.65,111.35	85.98	SOK,SOK,141=24=12,B2,S@152.18,24.82	80.34	SOK,SOK,138=33=19,B1,S@152.65,37.35	70.61	SOK,SOK,111=26=26,B1,S@115.09,47.91	71.39	SOK,SOK,284=100=70,B1,C1@324.11,129.89	69.29	OK,OK,38=17=11,B1,C1@45.73,20.27	83.93	LOW,LOW,48=11=5,B1,S@53.72,10.28	76.02	OK,OK,52=17=10,B1,C1@60.06,18.94	68.72	OK,OK,50=17=14,B1,S@55.66,25.34	55.52	OK,OK,44=16=22,B1,C1@45.53,36.47	80.58	OK,OK,52=22=8,B1,S@66.08,15.92	77.22	SOK,SOK,317=71=52,B1,S@339.77,100.23	79.82	SOK,SOK,168=31=23,B2,S@177.20,44.80	78.86	SOK,SOK,84=24=13,B1,S@95.42,25.58	69.71	OK,OK,65=16=16,B1,S@67.62,29.38	61.74	SOK,SOK,453=80=152,B2,C1@422.92,262.08	61.83	SOK,SOK,106=23=37,B1,C1@102.64,63.36	62.61	SOK,SOK,108=10=32,B2,S@93.91,56.09	65.17	LOW,SOK,65=14=19,B1,S@63.87,34.13	62.41	OK,OK,58=17=21,B1,C1@59.91,36.09	56.73	OK,OK,53=4=20,B2,C1@43.68,33.32	60.30	OK,OK,63=12=23,B2,C1@59.09,38.91	-17.47
