GROUP	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
UP_INTRONS_TAF2	CRACR2B	HsaINT0054210	chr11:830714-831223	510	chr11:830621-830713=831224-831295:+	IR	chr11	830714	831223	+	830621	831295	ENSG00000177685
UP_INTRONS_TAF2	PAX6	HsaINT1026218	chr11:31811016-31811212	197	chr11:31811213-31811331=31810828-31811015:-	IR	chr11	31811016	31811212	-	31811331	31810828	ENSG00000007372
UP_INTRONS_TAF2	RP11-800A3.7	HsaINT1038302	chr11:73307557-73307881	325	chr11:73307882-73308564=73307235-73307556:-	IR	chr11	73307557	73307881	-	73308564	73307235	ENSG00000257038
UP_INTRONS_TAF2	CCDC88B	HsaINT0030087	chr11:64349669-64351159	1491	chr11:64349551-64349668=64351160-64351255:+	IR	chr11	64349669	64351159	+	64349551	64351255	ENSG00000168071
UP_INTRONS_TAF2	TMEM9B-AS1	HsaINT1044618	chr11:8965149-8965903	755	chr11:8964675-8965148=8965904-8966044:+	IR	chr11	8965149	8965903	+	8964675	8966044	ENSG00000254860
UP_INTRONS_TAF2	ACACB	HsaINT0002075	chr12:109172357-109174131	1775	chr12:109172275-109172356=109174132-109174230:+	IR	chr12	109172357	109174131	+	109172275	109174230	ENSG00000076555
UP_INTRONS_TAF2	C1RL-AS1	HsaINT1005723	chr12:7108948-7110063	1116	chr12:7108673-7108947=7110064-7110147:+	IR	chr12	7108948	7110063	+	7108673	7110147	ENSG00000205885
UP_INTRONS_TAF2	CCDC122	HsaINT0028880	chr13:43858898-43859671	774	chr13:43859672-43860070=43858781-43858897:-	IR	chr13	43858898	43859671	-	43860070	43858781	ENSG00000151773
UP_INTRONS_TAF2	TRIM13	HsaINT1045157	chr13:49997132-49997666	535	chr13:49997019-49997131=49997667-49997763:+	IR	chr13	49997132	49997666	+	49997019	49997763	ENSG00000204977
UP_INTRONS_TAF2	ENTPD5	HsaINT0056525	chr14:73986894-73987885	992	chr14:73987886-73988172=73986814-73986893:-	IR	chr14	73986894	73987885	-	73988172	73986814	ENSG00000187097
UP_INTRONS_TAF2	MOK	HsaINT0136834	chr14:102232709-102233687	979	chr14:102233688-102233789=102232535-102232708:-	IR	chr14	102232709	102233687	-	102233789	102232535	ENSG00000080823
UP_INTRONS_TAF2	BAG5	HsaINT0016360	chr14:103561193-103562099	907	chr14:103562100-103562318=103556545-103561192:-	IR	chr14	103561193	103562099	-	103562318	103556545	ENSG00000166170
UP_INTRONS_TAF2	VASH1	HsaINT0179857	chr14:76763131-76769962	6832	chr14:76762189-76763130=76769963-76770051:+	IR	chr14	76763131	76769962	+	76762189	76770051	ENSG00000071246
UP_INTRONS_TAF2	LYSMD4	HsaINT0097966	chr15:99731199-99731357	159	chr15:99731358-99731422=99731173-99731198:-	IR	chr15	99731199	99731357	-	99731422	99731173	ENSG00000183060
UP_INTRONS_TAF2	ELL3	HsaINT0055586	chr15:43775382-43775524	143	chr15:43775525-43775610=43775306-43775381:-	IR	chr15	43775382	43775524	-	43775610	43775306	NA
UP_INTRONS_TAF2	SLC9A5	HsaINT0154225	chr16:67259662-67259819	158	chr16:67259573-67259661=67259820-67259946:+	IR	chr16	67259662	67259819	+	67259573	67259946	ENSG00000135740
UP_INTRONS_TAF2	ACSF3	HsaINT1002655	chr16:89093993-89098590	4598	chr16:89093809-89093992=89098591-89098763:+	IR	chr16	89093993	89098590	+	89093809	89098763	ENSG00000176715
UP_INTRONS_TAF2	ZNF213-AS1	HsaINT1047332	chr16:3132104-3134629	2526	chr16:3134630-3134882=3131747-3132103:-	IR	chr16	3132104	3134629	-	3134882	3131747	ENSG00000263072
UP_INTRONS_TAF2	KIAA0895L	HsaINT0086232	chr16:67178505-67179429	925	chr16:67179430-67179562=67178199-67178504:-	IR	chr16	67178505	67179429	-	67179562	67178199	ENSG00000196123
UP_INTRONS_TAF2	PRSS53	HsaINT0133031	chr16:31084336-31084557	222	chr16:31084558-31084703=31084119-31084335:-	IR	chr16	31084336	31084557	-	31084703	31084119	NA
UP_INTRONS_TAF2	LINC01569	HsaINT1020343	chr16:4252035-4253646	1612	chr16:4253647-4253789=4251322-4252034:-	IR	chr16	4252035	4253646	-	4253789	4251322	ENSG00000262468
UP_INTRONS_TAF2	ZNF23	HsaINT0186516	chr16:71454219-71456071	1853	chr16:71456072-71456121=71454042-71454218:-	IR	chr16	71454219	71456071	-	71456121	71454042	NA
UP_INTRONS_TAF2	EME2	HsaINT0055872	chr16:1774353-1775040	688	chr16:1774260-1774352=1775041-1775132:+	IR	chr16	1774353	1775040	+	1774260	1775132	ENSG00000197774
UP_INTRONS_TAF2	CTRL	HsaINT0043016	chr16:67931000-67931097	98	chr16:67931098-67931201=67930920-67930999:-	IR	chr16	67931000	67931097	-	67931201	67930920	ENSG00000141086
UP_INTRONS_TAF2	CTRL	HsaINT0043017	chr16:67930808-67930919	112	chr16:67930920-67930999=67930726-67930807:-	IR	chr16	67930808	67930919	-	67930999	67930726	ENSG00000141086
UP_INTRONS_TAF2	HSF4	HsaINT0077790	chr16:67165631-67165718	88	chr16:67165522-67165630=67165719-67165846:+	IR	chr16	67165631	67165718	+	67165522	67165846	NA
UP_INTRONS_TAF2	CARD14	HsaINT0027711	chr17:80198163-80198398	236	chr17:80198099-80198162=80198399-80198591:+	IR	chr17	80198163	80198398	+	80198099	80198591	ENSG00000141527
UP_INTRONS_TAF2	SGK494	HsaINT0148998	chr17:28612367-28612617	251	chr17:28612618-28612687=28612262-28612366:-	IR	chr17	28612367	28612617	-	28612687	28612262	ENSG00000167524
UP_INTRONS_TAF2	TMEM106A	HsaINT0168241	chr17:43216590-43216696	107	chr17:43216449-43216589=43216697-43216740:+	IR	chr17	43216590	43216696	+	43216449	43216740	ENSG00000184988
UP_INTRONS_TAF2	TRPV1	HsaINT0173301	chr17:3590393-3590963	571	chr17:3590964-3591116=3590252-3590392:-	IR	chr17	3590393	3590963	-	3591116	3590252	NA
UP_INTRONS_TAF2	FBF1	HsaINT0062282	chr17:75920108-75920273	166	chr17:75920274-75920429=75920007-75920107:-	IR	chr17	75920108	75920273	-	75920429	75920007	NA
UP_INTRONS_TAF2	TMC6	HsaINT0168029	chr17:78120833-78121012	180	chr17:78121013-78121164=78120653-78120832:-	IR	chr17	78120833	78121012	-	78121164	78120653	ENSG00000141524
UP_INTRONS_TAF2	CORO6	HsaINT0040310	chr17:29616337-29616701	365	chr17:29616702-29616847=29616279-29616336:-	IR	chr17	29616337	29616701	-	29616847	29616279	ENSG00000167549
UP_INTRONS_TAF2	ETV4	HsaINT0058362	chr17:43545669-43546184	516	chr17:43546185-43546432=43545558-43545668:-	IR	chr17	43545669	43546184	-	43546432	43545558	ENSG00000175832
UP_INTRONS_TAF2	SLC26A11	HsaINT0151942	chr17:80248675-80249153	479	chr17:80248575-80248674=80249154-80249287:+	IR	chr17	80248675	80249153	+	80248575	80249287	ENSG00000181045
UP_INTRONS_TAF2	MYO15B	HsaINT1024242	chr17:75613778-75614198	421	chr17:75613705-75613777=75614199-75614360:+	IR	chr17	75613778	75614198	+	75613705	75614360	ENSG00000266714
UP_INTRONS_TAF2	TNS4	HsaINT0170726	chr17:40479843-40480699	857	chr17:40480700-40480768=40479674-40479842:-	IR	chr17	40479843	40480699	-	40480768	40479674	ENSG00000131746
UP_INTRONS_TAF2	QRICH2	HsaINT0135781	chr17:76280729-76280830	102	chr17:76280831-76280953=76280654-76280728:-	IR	chr17	76280729	76280830	-	76280953	76280654	ENSG00000129646
UP_INTRONS_TAF2	SERPINB8	HsaINT1041333	chr18:63970171-63978298	8128	chr18:63969925-63970170=63978299-63978476:+	IR	chr18	63970171	63978298	+	63969925	63978476	NA
UP_INTRONS_TAF2	TLE2	HsaINT1044294	chr19:3019467-3019698	232	chr19:3019699-3019773=3019283-3019466:-	IR	chr19	3019467	3019698	-	3019773	3019283	ENSG00000065717
UP_INTRONS_TAF2	TMEM86B	HsaINT0169426	chr19:55227564-55228190	627	chr19:55228191-55228437=55226748-55227563:-	IR	chr19	55227564	55228190	-	55228437	55226748	ENSG00000180089
UP_INTRONS_TAF2	ZNF527	HsaINT0187531	chr19:37379247-37380276	1030	chr19:37379120-37379246=37380277-37380372:+	IR	chr19	37379247	37380276	+	37379120	37380372	ENSG00000189164
UP_INTRONS_TAF2	ISYNA1	HsaINT0082204	chr19:18435484-18435562	79	chr19:18435563-18435676=18435266-18435483:-	IR	chr19	18435484	18435562	-	18435676	18435266	ENSG00000105655
UP_INTRONS_TAF2	ISYNA1	HsaINT0082205	chr19:18435118-18435265	148	chr19:18435266-18435483=18434809-18435117:-	IR	chr19	18435118	18435265	-	18435483	18434809	ENSG00000105655
UP_INTRONS_TAF2	SLC25A42	HsaINT0151884	chr19:19108046-19110568	2523	chr19:19107894-19108045=19110569-19112888:+	IR	chr19	19108046	19110568	+	19107894	19112888	ENSG00000181035
UP_INTRONS_TAF2	ZNF446	HsaINT0187288	chr19:58479728-58479929	202	chr19:58479643-58479727=58479930-58480019:+	IR	chr19	58479728	58479929	+	58479643	58480019	ENSG00000083838
UP_INTRONS_TAF2	CERS4	HsaINT0090834	chr19:8257986-8261687	3702	chr19:8257879-8257985=8261688-8261844:+	IR	chr19	8257986	8261687	+	8257879	8261844	ENSG00000090661
UP_INTRONS_TAF2	MAST1	HsaINT0100106	chr19:12847688-12847847	160	chr19:12847612-12847687=12847848-12848057:+	IR	chr19	12847688	12847847	+	12847612	12848057	ENSG00000105613
UP_INTRONS_TAF2	ZNF738	HsaINT1047659	chr19:21375965-21377388	1424	chr19:21375869-21375964=21377389-21379300:+	IR	chr19	21375965	21377388	+	21375869	21379300	ENSG00000172687
UP_INTRONS_TAF2	ALMS1	HsaINT0007190	chr2:73426554-73432197	5644	chr2:73426453-73426553=73432198-73432291:+	IR	chr2	73426554	73432197	+	73426453	73432291	ENSG00000116127
UP_INTRONS_TAF2	PHOSPHO2	HsaINT0124384	chr2:169697532-169700945	3414	chr2:169697361-169697531=169700946-169701708:+	IR	chr2	169697532	169700945	+	169697361	169701708	NA
UP_INTRONS_TAF2	PARD3B	HsaINT0120302	chr2:205553404-205615455	62052	chr2:205553324-205553403=205615456-205620162:+	IR	chr2	205553404	205615455	+	205553324	205620162	ENSG00000116117
UP_INTRONS_TAF2	SLC4A11	HsaINT0153344	chr20:3230648-3230731	84	chr20:3230732-3230845=3230515-3230647:-	IR	chr20	3230648	3230731	-	3230845	3230515	ENSG00000088836
UP_INTRONS_TAF2	SFI1	HsaINT0148621	chr22:31611841-31613141	1301	chr22:31611766-31611840=31613142-31613216:+	IR	chr22	31611841	31613141	+	31611766	31613216	ENSG00000198089
UP_INTRONS_TAF2	SLC2A11	HsaINT0152271	chr22:23883874-23883948	75	chr22:23883772-23883873=23883949-23884024:+	IR	chr22	23883874	23883948	+	23883772	23884024	ENSG00000133460
UP_INTRONS_TAF2	CYP2D6	HsaINT1010488	chr22:42126753-42126850	98	chr22:42126851-42126992=42126499-42126752:-	IR	chr22	42126753	42126850	-	42126992	42126499	ENSG00000100197
UP_INTRONS_TAF2	ARSA	HsaINT0012853	chr22:50627053-50627165	113	chr22:50627166-50627406=50626834-50627052:-	IR	chr22	50627053	50627165	-	50627406	50626834	ENSG00000100299
UP_INTRONS_TAF2	CLCN2	HsaINT0035898	chr3:184355530-184355693	164	chr3:184355694-184355778=184355374-184355529:-	IR	chr3	184355530	184355693	-	184355778	184355374	ENSG00000114859
UP_INTRONS_TAF2	FOXL2NB	HsaINT0023977	chr3:138949640-138950264	625	chr3:138949520-138949639=138950265-138953451:+	IR	chr3	138949640	138950264	+	138949520	138953451	ENSG00000206262
UP_INTRONS_TAF2	ZDHHC23	HsaINT0185242	chr3:113958539-113960719	2181	chr3:113958363-113958538=113960720-113962982:+	IR	chr3	113958539	113960719	+	113958363	113962982	ENSG00000184307
UP_INTRONS_TAF2	CELSR3	HsaINT0033265	chr3:48641525-48641850	326	chr3:48641851-48642009=48641324-48641524:-	IR	chr3	48641525	48641850	-	48642009	48641324	ENSG00000008300
UP_INTRONS_TAF2	CCDC14	HsaINT0029046	chr3:123949133-123956045	6913	chr3:123956046-123956115=123948896-123949132:-	IR	chr3	123949133	123956045	-	123956115	123948896	ENSG00000175455
UP_INTRONS_TAF2	FGFR3	HsaINT0063980	chr4:1802026-1803691	1666	chr4:1801835-1802025=1803692-1803836:+	IR	chr4	1802026	1803691	+	1801835	1803836	ENSG00000068078
UP_INTRONS_TAF2	AC108142.1	HsaINT0102653	chr4:182143845-182144046	202	chr4:182144047-182144140=182143703-182143844:-	IR	chr4	182143845	182144046	-	182144140	182143703	ENSG00000177822
UP_INTRONS_TAF2	CYP4V2	HsaINT0044538	chr4:186197131-186197532	402	chr4:186196940-186197130=186197533-186197602:+	IR	chr4	186197131	186197532	+	186196940	186197602	ENSG00000145476
UP_INTRONS_TAF2	DGKQ	HsaINT0047384	chr4:966079-966465	387	chr4:966466-966527=965928-966078:-	IR	chr4	966079	966465	-	966527	965928	ENSG00000145214
UP_INTRONS_TAF2	DGKQ	HsaINT0047387	chr4:963291-965175	1885	chr4:965176-965291=963139-963290:-	IR	chr4	963291	965175	-	965291	963139	ENSG00000145214
UP_INTRONS_TAF2	ARAP3	HsaINT0011008	chr5:141656638-141656717	80	chr5:141656718-141656846=141656504-141656637:-	IR	chr5	141656638	141656717	-	141656846	141656504	ENSG00000120318
UP_INTRONS_TAF2	FRS3	HsaINT0066168	chr6:41771534-41771815	282	chr6:41771816-41771964=41770176-41771533:-	IR	chr6	41771534	41771815	-	41771964	41770176	ENSG00000137218
UP_INTRONS_TAF2	RP5-1112D6.4	HsaINT1039951	chr6:111278159-111278412	254	chr6:111277932-111278158=111278413-111278742:+	IR	chr6	111278159	111278412	+	111277932	111278742	ENSG00000230177
UP_INTRONS_TAF2	PEX6	HsaINT0123246	chr6:42965790-42966043	254	chr6:42966044-42966105=42965681-42965789:-	IR	chr6	42965790	42966043	-	42966105	42965681	ENSG00000124587
UP_INTRONS_TAF2	EGFL8	HsaINT1048120	chr6:32164682-32166137	1456	chr6:32164605-32164681=32166138-32166266:+	IR	chr6	32164682	32166137	+	32164605	32166266	NA
UP_INTRONS_TAF2	CUL9	HsaINT0043466	chr6:43205116-43205262	147	chr6:43204933-43205115=43205263-43205423:+	IR	chr6	43205116	43205262	+	43204933	43205423	ENSG00000112659
