GROUP	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
UP_EXONS_BOTH	SFI1	HsaEX0057591	chr22:31613142-31613216	75	chr22:31611840,31613142-31613216,31613354	S	chr22	31613142	31613216	+	31611840	31613354	ENSG00000198089
UP_EXONS_BOTH	FIRRE	HsaEX0054866	chrX:131711651-131711720	70	chrX:131749306,131711651-131711720,131709556	C3	chrX	131711651	131711720	-	131749306	131709556	ENSG00000213468
UP_EXONS_BOTH	GNAS-AS1	HsaEX0027842	chr20:58848879-58848917	39	chr20:58850530,58848879-58848917,58842545	C1	chr20	58848879	58848917	-	58850530	58842545	ENSG00000235590
UP_EXONS_BOTH	RP11-588H23.3	HsaEX1034246	chr12:70520786-70520928	143	chr12:70520267,70520786-70520928,70522524	S	chr12	70520786	70520928	+	70520267	70522524	ENSG00000258168
UP_EXONS_BOTH	RPL18A	HsaEX0055494	chr19:17861293-17861307	15	chr19:17859974+17860314,17861293-17861307,17861425+17862094	MIC	chr19	17861293	17861307	+	17859974	17862094	ENSG00000105640
UP_EXONS_BOTH	LRRC1	HsaEX0036495	chr6:53842110-53842227	118	chr6:53795415,53842110-53842227,53878993	ANN	chr6	53842110	53842227	+	53795415	53878993	ENSG00000137269
UP_EXONS_BOTH	PRDM15	HsaEX6006284	chr21:41835437-41835524	88	chr21:41836113,41835437-41835524,41828333	ANN	chr21	41835437	41835524	-	41836113	41828333	ENSG00000141956
UP_EXONS_BOTH	MPV17L	HsaEX0040037	chr16:15400787-15400857	71	chr16:15399548,15400787-15400857,15407824	ANN	chr16	15400787	15400857	+	15399548	15407824	NA
UP_EXONS_BOTH	PTEN	HsaEX7006688	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	chr10	87952118	87952259	+	87933251	87957853	ENSG00000171862
UP_EXONS_BOTH	FKRP	HsaEX0025866	chr19:46747234-46747305	72	chr19:46746090,46747234-46747305,46748027	ANN	chr19	46747234	46747305	+	46746090	46748027	ENSG00000181027
UP_EXONS_BOTH	ZNF17	HsaEX0073100	chr19:57417912-57418038	127	chr19:57411406,57417912-57418038,57419635	ANN	chr19	57417912	57418038	+	57411406	57419635	NA
UP_EXONS_BOTH	ZNF17	HsaEX7109033	chr19:57413596-57413636	41	chr19:57411651,57413596-57413636,57417912	ANN	chr19	57413596	57413636	+	57411651	57417912	NA
UP_EXONS_BOTH	FBF1	HsaEX0024980	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	chr17	75939818	75939882	-	75940848	75938232	ENSG00000188878
UP_EXONS_BOTH	HOXC4	HsaEX0030376	chr12:54047769-54047917	149	chr12:54047586,54047769-54047917,54053160	ANN	chr12	54047769	54047917	+	54047586	54053160	ENSG00000198353
UP_EXONS_BOTH	CDKN2B-AS1	HsaEX0014404	chr9:22032674-22032986	313	chr9:21995161,22032674-22032986,22046751	ANN	chr9	22032674	22032986	+	21995161	22046751	NA
DOWN_EXONS_BOTH	SLC2A11	HsaEX0059276	chr22:23857421-23857531	111	chr22:23856991,23857421-23857531,23862104	S	chr22	23857421	23857531	+	23856991	23862104	ENSG00000133460
DOWN_EXONS_BOTH	ARHGEF39	HsaEX0011575	chr9:35660094-35660967	874	chr9:35661713,35660094-35660967,35659173	S	chr9	35660094	35660967	-	35661713	35659173	ENSG00000137135
DOWN_EXONS_BOTH	RABGAP1L	HsaEX1046648	chr1:174957891-174958068	178	chr1:174957549,174957891-174958068+174958173,174969277	S	chr1	174957891	174958068	+	174957549	174969277	ENSG00000152061
DOWN_EXONS_BOTH	GBX2	HsaEX0027174	chr2:236167138-236167174	37	chr2:236167449,236167138-236167174,236166437	S	chr2	236167138	236167174	-	236167449	236166437	ENSG00000168505
DOWN_EXONS_BOTH	C19orf54	HsaEX1006185	chr19:40750285-40750354	70	chr19:40751290+40751393,40750285-40750354+40750433,40749607+40749685+40749732	S	chr19	40750285	40750354	-	40751393	40749607	ENSG00000188493
DOWN_EXONS_BOTH	ZNF517	HsaEX0073838	chr8:144803641-144803767	127	chr8:144802947,144803641-144803767,144804120+144804125+144804146	S	chr8	144803641	144803767	+	144802947	144804146	ENSG00000197363
DOWN_EXONS_BOTH	CFAP44	HsaEX0071189	chr3:113401584-113401739	156	chr3:113403852,113401584-113401739,113401287	S	chr3	113401584	113401739	-	113403852	113401287	NA
DOWN_EXONS_BOTH	REV3L	HsaEX0053135	chr6:111472013-111472140	128	chr6:111482362+111482750,111472013-111472140,111416472	C1	chr6	111472013	111472140	-	111482750	111416472	ENSG00000009413
DOWN_EXONS_BOTH	LRRC23	HsaEX0036545	chr12:6905845-6905954	110	chr12:6905759,6905845-6905954,6906409	S	chr12	6905845	6905954	+	6905759	6906409	ENSG00000010626
DOWN_EXONS_BOTH	RNF19A	HsaEX0054000	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	chr8	100300528	100300651	-	100303160	100288267	ENSG00000034677
DOWN_EXONS_BOTH	MCF2L2	HsaEX0038232	chr3:183338800-183338919	120	chr3:183379297,183338800-183338919,183323351	C3	chr3	183338800	183338919	-	183379297	183323351	ENSG00000053524
DOWN_EXONS_BOTH	PTPRN	HsaEX0051188	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	chr2	219299700	219299786	-	219299985	219299384	ENSG00000054356
DOWN_EXONS_BOTH	RFX3	HsaEX6060520	chr9:3288131-3288250	120	chr9:3293077,3288131-3288250,3277461	C1	chr9	3288131	3288250	-	3293077	3277461	ENSG00000080298
DOWN_EXONS_BOTH	VIPR2	HsaEX0070375	chr7:159031938-159032067	130	chr7:159034213,159031938-159032067,159031869	S	chr7	159031938	159032067	-	159034213	159031869	ENSG00000106018
DOWN_EXONS_BOTH	NOD1	HsaEX0043249	chr7:30437573-30437656	84	chr7:30446141,30437573-30437656,30436081	C1	chr7	30437573	30437656	-	30446141	30436081	ENSG00000106100
DOWN_EXONS_BOTH	ACCS	HsaEX0001873	chr11:44073447-44073517	71	chr11:44071315+44071480,44073344+44073447-44073517+44073535,44074612	S	chr11	44073447	44073517	+	44071315	44074612	ENSG00000110455
DOWN_EXONS_BOTH	VIPR1	HsaEX0070371	chr3:42531471-42531531	61	chr3:42530900+42530912+42530932,42531471-42531531,42531803	S	chr3	42531471	42531531	+	42530900	42531803	ENSG00000114812
DOWN_EXONS_BOTH	RAP1GAP2	HsaEX0052222	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	chr17	2962670	2962714	+	2957794	2963430	ENSG00000132359
DOWN_EXONS_BOTH	SLF1	HsaEX1037806	chr5:94701695-94701771	77	chr5:94692256+94692260,94701695-94701771,94708225	C3	chr5	94701695	94701771	+	94692256	94708225	ENSG00000133302
DOWN_EXONS_BOTH	SLF1	HsaEX1037807	chr5:94701918-94702027	110	chr5:94701771,94701918-94702027,94702523	C1	chr5	94701918	94702027	+	94701771	94702523	ENSG00000133302
DOWN_EXONS_BOTH	SLF1	HsaEX1037808	chr5:94702523-94702576	54	chr5:94701771,94702523-94702576,94708225	C2	chr5	94702523	94702576	+	94701771	94708225	ENSG00000133302
DOWN_EXONS_BOTH	PCNX2	HsaEX0046002	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	chr1	233090061	233090167	-	233135013	233057287	ENSG00000135749
DOWN_EXONS_BOTH	VASH2	HsaEX0070238	chr1:212965722-212965778	57	chr1:212961254+212961271+212961360,212965722-212965778,212966271	C1	chr1	212965722	212965778	+	212961254	212966271	ENSG00000143494
DOWN_EXONS_BOTH	ANKMY1	HsaEX0004251	chr2:240482183-240482261	79	chr2:240499958,240482183-240482261,240481097	S	chr2	240482183	240482261	-	240499958	240481097	ENSG00000144504
DOWN_EXONS_BOTH	FAXC	HsaEX0011281	chr6:99342898-99343033	136	chr6:99349107,99342898-99343033,99291820	C3	chr6	99342898	99343033	-	99349107	99291820	ENSG00000146267
DOWN_EXONS_BOTH	CCDC15	HsaEX0013083	chr11:124993169-124993243	75	chr11:124992687,124993169-124993243,125003867+125003878	C1	chr11	124993169	124993243	+	124992687	125003878	ENSG00000149548
DOWN_EXONS_BOTH	SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	chr5	35788946	35789031	+	35779346	35792340	ENSG00000152582
DOWN_EXONS_BOTH	WDFY3	HsaEX0070923	chr4:84932270-84932363	94	chr4:84966209,84932127+84932270-84932363,84897010	C1	chr4	84932270	84932363	-	84966209	84897010	ENSG00000163625
DOWN_EXONS_BOTH	CATSPER2	HsaEX0012655	chr15:43649727-43649879	153	chr15:43664418,43649727-43649879+43649900,43640496	C3	chr15	43649727	43649879	-	43664418	43640496	ENSG00000166762
DOWN_EXONS_BOTH	CATSPER2	HsaEX0012657	chr15:43647917-43648063	147	chr15:43648629,43647917-43648063+43648066,43640496	C3	chr15	43647917	43648063	-	43648629	43640496	ENSG00000166762
DOWN_EXONS_BOTH	CYB561D1	HsaEX0018161	chr1:109494520-109494565	46	chr1:109494154+109494287,109494520-109494565+109494623,109495143	C1	chr1	109494520	109494565	+	109494154	109495143	ENSG00000174151
DOWN_EXONS_BOTH	LINC00174	HsaEX1019759	chr7:66429884-66429932	49	chr7:66450071+66450101,66429884-66429932+66430017,66411702	C3	chr7	66429884	66429932	-	66450101	66411702	ENSG00000230189
DOWN_EXONS_BOTH	RPH3AL	HsaEX0055481	chr17:281768-281854	87	chr17:319420,281768-281854,247285+247303	S	chr17	281768	281854	-	319420	247285	ENSG00000181031
DOWN_EXONS_BOTH	WDR27	HsaEX0071045	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	chr6	169572419	169572540	-	169582836	169457634	ENSG00000184465
DOWN_EXONS_BOTH	LRRC37B	HsaEX0036594	chr17:32030656-32030727	72	chr17:32024782,32030656-32030727,32034910	C3	chr17	32030656	32030727	+	32024782	32034910	ENSG00000185158
DOWN_EXONS_BOTH	LRRC37B	HsaEX0036595	chr17:32031378-32031458	81	chr17:32024782,32031378-32031458,32034910	C2	chr17	32031378	32031458	+	32024782	32034910	ENSG00000185158
DOWN_EXONS_BOTH	PLEKHN1	HsaEX0048428	chr1:973186-973326	141	chr1:973010,973186-973326,973500	C1	chr1	973186	973326	+	973010	973500	ENSG00000187583
DOWN_EXONS_BOTH	LINC00265	HsaEX0042181	chr7:39763548-39763671	124	chr7:39734044,39763548-39763671,39767404	S	chr7	39763548	39763671	+	39734044	39767404	ENSG00000188185
DOWN_EXONS_BOTH	RPS6KL1	HsaEX0055666	chr14:74918513-74918605	93	chr14:74919845,74918513-74918605,74911835+74911841	C1	chr14	74918513	74918605	-	74919845	74911835	ENSG00000198208
DOWN_EXONS_BOTH	CFAP44	HsaEX0071195	chr3:113396518-113396727	210	chr3:113399906,113396518-113396727,113381060	C2	chr3	113396518	113396727	-	113399906	113381060	NA
DOWN_EXONS_BOTH	RP11-268G12.1	HsaEX1032727	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	chrX	27397121	27397148	-	27398751	27336493	ENSG00000228933
DOWN_EXONS_BOTH	ERVK13-1	HsaEX1013434	chr16:2669411-2669561	151	chr16:2671024,2669411-2669561,2663407+2663430	C2	chr16	2669411	2669561	-	2671024	2663407	ENSG00000260565
DOWN_EXONS_BOTH	ANXA8L1	HsaEX1004023	chr10:46379885-46379975	91	chr10:46375872,46379885-46379975,46383456	C3	chr10	46379885	46379975	+	46375872	46383456	NA
DOWN_EXONS_BOTH	ANXA8L1	HsaEX1004026	chr10:46381146-46381240	95	chr10:46375872,46381032+46381146-46381240,46383456	C3	chr10	46381146	46381240	+	46375872	46383456	NA
DOWN_EXONS_BOTH	RP13-349O20.2	HsaEX0035953	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	chrX	103475101	103475252	+	103461354	103486389	NA
DOWN_EXONS_BOTH		HsaEX1000565	chr9:120845565-120845826	262	chr9:120845190+120845196+120845465+120845469+120845473,120845565-120845826+120845887,120847294	C2	chr9	120845565	120845826	+	120845190	120847294	ENSG00000226752
DOWN_EXONS_BOTH	PLEKHG2	HsaEX0048341	chr19:39421075-39421113	39	chr19:39420996,39421075-39421113,39421283	C1	chr19	39421075	39421113	+	39420996	39421283	ENSG00000090924
DOWN_EXONS_BOTH	NDUFC1	HsaEX0042315	chr4:139297385-139297443	59	chr4:139300602,139297385-139297443,139296367	C3	chr4	139297385	139297443	-	139300602	139296367	ENSG00000109390
DOWN_EXONS_BOTH	ARHGAP22	HsaEX0005442	chr10:48582953-48583152	200	chr10:48604763,48582953-48583152,48555550	C1	chr10	48582953	48583152	-	48604763	48555550	ENSG00000128805
DOWN_EXONS_BOTH	NAAA	HsaEX0041511	chr4:75914868-75914985	118	chr4:75918761,75914868-75914985,75914338	C1	chr4	75914868	75914985	-	75918761	75914338	ENSG00000138744
DOWN_EXONS_BOTH	TMEM50B	HsaEX0065864	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	chr21	33455727	33455784	-	33460413	33450863	ENSG00000142188
DOWN_EXONS_BOTH	ZNF221	HsaEX1044897	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	chr19	43962725	43962807	+	43951400	43964950	ENSG00000159905
DOWN_EXONS_BOTH	ARHGEF3	HsaEX1004593	chr3:57078547-57078801	255	chr3:57079226,57078547-57078801,57076892	C3	chr3	57078547	57078801	-	57079226	57076892	ENSG00000163947
DOWN_EXONS_BOTH	THBS3	HsaEX0064796	chr1:155200451-155200610	160	chr1:155200897,155200451-155200610,155200113	S	chr1	155200451	155200610	-	155200897	155200113	ENSG00000169231
DOWN_EXONS_BOTH	THBS3	HsaEX0064798	chr1:155195987-155196126	140	chr1:155197041,155195987-155196126,155195899	S	chr1	155195987	155196126	-	155197041	155195899	ENSG00000169231
DOWN_EXONS_BOTH	DAG1	HsaEX1010975	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	chr3	49487889	49488035	+	49487415	49488626	ENSG00000173402
DOWN_EXONS_BOTH	LYSMD4	HsaEX0037092	chr15:99731173-99731198	26	chr15:99731358,99731173-99731198,99729731	C3	chr15	99731173	99731198	-	99731358	99729731	ENSG00000183060
DOWN_EXONS_BOTH	CCDC189	HsaEX0009728	chr16:30759654-30759724	71	chr16:30760284,30759654-30759724,30759458	C2	chr16	30759654	30759724	-	30760284	30759458	ENSG00000196118
DOWN_EXONS_BOTH	CACNA1H	HsaEX0011991	chr16:1212511-1212528	18	chr16:1212138,1212511-1212528,1213780	C1	chr16	1212511	1212528	+	1212138	1213780	ENSG00000196557
DOWN_EXONS_BOTH	LINC00630	HsaEX0035944	chrX:102839801-102839863	63	chrX:102827144,102839801-102839863,102845857	C2	chrX	102839801	102839863	+	102827144	102845857	ENSG00000223546
