GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
ZNF692	HsaINT0188137	chr1:248857860-248858130	271	chr1:248858131-248858321=248857828-248857859:-	IR	AS_NC	chr1	248857860	248858130	-	248858321	248857828	ENSG00000171163
ZNF692	HsaINT0188139	chr1:248856563-248857233	671	chr1:248857234-248857497=248856514-248856562:-	IR	AS_NC	chr1	248856563	248857233	-	248857497	248856514	ENSG00000171163
DPH2	HsaINT0051700	chr1:43970709-43970965	257	chr1:43970596-43970708=43970966-43971189:+	IR	AS_NC	chr1	43970709	43970965	+	43970596	43971189	ENSG00000132768
MEGF6	HsaINT0101848	chr1:3510903-3511549	647	chr1:3511550-3511687=3510783-3510902:-	IR	AS_NC	chr1	3510903	3511549	-	3511687	3510783	ENSG00000162591
MEGF6	HsaINT0101826	chr1:3499925-3500632	708	chr1:3500633-3500764=3499796-3499924:-	IR	AS_NC	chr1	3499925	3500632	-	3500764	3499796	ENSG00000162591
SNHG12	HsaINT0155937	chr1:28579588-28579911	324	chr1:28579912-28579981=28579533-28579587:-	IR	AS_NC	chr1	28579588	28579911	-	28579981	28579533	ENSG00000197989
ARHGEF19	HsaINT0011971	chr1:16205177-16205350	174	chr1:16205351-16205425=16205087-16205176:-	IR	AS_NC	chr1	16205177	16205350	-	16205425	16205087	ENSG00000142632
ARHGEF19	HsaINT0011974	chr1:16201862-16202415	554	chr1:16202416-16202574=16201782-16201861:-	IR	AS_NC	chr1	16201862	16202415	-	16202574	16201782	ENSG00000142632
ARHGEF19	HsaINT0011975	chr1:16199255-16201781	2527	chr1:16201782-16201861=16199150-16199254:-	IR	AS_NC	chr1	16199255	16201781	-	16201861	16199150	ENSG00000142632
NIT1	HsaINT1024902	chr1:161118179-161118785	607	chr1:161118101-161118178=161118786-161118881:+	IR	AS_NC	chr1	161118179	161118785	+	161118101	161118881	ENSG00000158793
MSTO1	HsaINT1023643	chr1:155610333-155610424	92	chr1:155610225-155610332=155610425-155610560:+	IR	AS_NC	chr1	155610333	155610424	+	155610225	155610560	ENSG00000125459
MSTO1	HsaINT1023652	chr1:155611828-155611982	155	chr1:155611689-155611827=155611983-155612100:+	IR	AS_NC	chr1	155611828	155611982	+	155611689	155612100	ENSG00000125459
MSTO1	HsaINT1023653	chr1:155612101-155612181	81	chr1:155611983-155612100=155612182-155612316:+	IR	AS_NC	chr1	155612101	155612181	+	155611983	155612316	ENSG00000125459
NBPF3	HsaINT1024531	chr1:21466157-21466995	839	chr1:21466087-21466156=21466996-21467309:+	IR	AS_NC	chr1	21466157	21466995	+	21466087	21467309	ENSG00000142794
SLC6A9	HsaINT0153934	chr1:43997740-43997854	115	chr1:43997855-43998025=43997528-43997739:-	IR	AS_NC	chr1	43997740	43997854	-	43998025	43997528	ENSG00000196517
NCDN	HsaINT0110987	chr1:35557884-35558155	272	chr1:35557792-35557883=35558156-35558223:+	IR	AS_NC	chr1	35557884	35558155	+	35557792	35558223	ENSG00000020129
USP21	HsaINT0178702	chr1:161165144-161165356	213	chr1:161165029-161165143=161165357-161165723:+	IR	AS_NC	chr1	161165144	161165356	+	161165029	161165723	ENSG00000143258
CENPL	HsaINT1007224	chr1:173824020-173824137	118	chr1:173824138-173824322=173823926-173824019:-	IR	AS_NC	chr1	173824020	173824137	-	173824322	173823926	ENSG00000120334
MOV10	HsaINT0104497	chr1:112698790-112699684	895	chr1:112698715-112698789=112699685-112699810:+	IR	AS_NC	chr1	112698790	112699684	+	112698715	112699810	ENSG00000155363
MOV10	HsaINT0104499	chr1:112699983-112700218	236	chr1:112699894-112699982=112700219-112700340:+	IR	AS_NC	chr1	112699983	112700218	+	112699894	112700340	ENSG00000155363
LYPLA2	HsaINT1022294	chr1:23794601-23794681	81	chr1:23794427-23794600=23794682-23795539:+	IR	AS_NC	chr1	23794601	23794681	+	23794427	23795539	ENSG00000011009
MUTYH	HsaINT0106976	chr1:45332960-45333096	137	chr1:45333097-45333170=45332918-45332959:-	IR	AS_NC	chr1	45332960	45333096	-	45333170	45332918	ENSG00000132781
RNF207	HsaINT0141559	chr1:6212734-6213065	332	chr1:6212682-6212733=6213066-6213183:+	IR	AS_NC	chr1	6212734	6213065	+	6212682	6213183	ENSG00000158286
RNF207	HsaINT0141560	chr1:6213184-6218288	5105	chr1:6213066-6213183=6218289-6218369:+	IR	AS_NC	chr1	6213184	6218288	+	6213066	6218369	ENSG00000158286
HSPG2	HsaINT0078106	chr1:21829605-21829992	388	chr1:21829993-21830091=21829383-21829604:-	IR	AS_NC	chr1	21829605	21829992	-	21830091	21829383	ENSG00000142798
NADK	HsaINT0109727	chr1:1754209-1754283	75	chr1:1754284-1754383=1754051-1754208:-	IR	AS_NC	chr1	1754209	1754283	-	1754383	1754051	ENSG00000008130
TRIT1	HsaINT1045267	chr1:39854069-39857276	3208	chr1:39857277-39857417=39853970-39854068:-	IR	AS_NC	chr1	39854069	39857276	-	39857417	39853970	ENSG00000043514
CLCC1	HsaINT0035862	chr1:108950449-108963360	12912	chr1:108963361-108963457=108950309-108950448:-	IR	AS_NC	chr1	108950449	108963360	-	108963457	108950309	NA
HPS1	HsaINT0077407	chr10:98423669-98423752	84	chr10:98423753-98423887=98423608-98423668:-	IR	AS_NC	chr10	98423669	98423752	-	98423887	98423608	ENSG00000107521
SLC25A28	HsaINT0151787	chr10:99612600-99613695	1096	chr10:99613696-99613924=99612543-99612599:-	IR	AS_NC	chr10	99612600	99613695	-	99613924	99612543	ENSG00000155287
KLF6	HsaINT0088508	chr10:3780230-3781640	1411	chr10:3781641-3782214=3780106-3780229:-	IR	AS_NC	chr10	3780230	3781640	-	3782214	3780106	ENSG00000067082
KAZALD1	HsaINT0084152	chr10:101062116-101062541	426	chr10:101061841-101062115=101062542-101063103:+	IR	AS_NC	chr10	101062116	101062541	+	101061841	101063103	ENSG00000107821
COMTD1	HsaINT0039956	chr10:75235744-75235834	91	chr10:75235835-75236011=75235616-75235743:-	IR	AS_NC	chr10	75235744	75235834	-	75236011	75235616	ENSG00000165644
ZWINT	HsaINT0188944	chr10:56358186-56358376	191	chr10:56358377-56358459=56357438-56358185:-	IR	AS_NC	chr10	56358186	56358376	-	56358459	56357438	ENSG00000122952
PPRC1	HsaINT0131183	chr10:102143099-102144249	1151	chr10:102143045-102143098=102144250-102144307:+	IR	AS_NC	chr10	102143099	102144249	+	102143045	102144307	ENSG00000148840
PPRC1	HsaINT0131184	chr10:102144308-102145019	712	chr10:102144250-102144307=102145020-102145090:+	IR	AS_NC	chr10	102144308	102145019	+	102144250	102145090	ENSG00000148840
SFXN3	HsaINT0148832	chr10:101037432-101038642	1211	chr10:101037382-101037431=101038643-101038692:+	IR	AS_NC	chr10	101037432	101038642	+	101037382	101038692	ENSG00000107819
LZTS2	HsaINT0098082	chr10:101004167-101005457	1291	chr10:101003507-101004166=101005458-101005715:+	IR	AS_NC	chr10	101004167	101005457	+	101003507	101005715	ENSG00000107816
NFKB2	HsaINT0113125	chr10:102395797-102395887	91	chr10:102395706-102395796=102395888-102395980:+	IR	AS_NC	chr10	102395797	102395887	+	102395706	102395980	ENSG00000077150
NFKB2	HsaINT0113130	chr10:102399719-102400079	361	chr10:102399577-102399718=102400080-102400194:+	IR	AS_NC	chr10	102399719	102400079	+	102399577	102400194	ENSG00000077150
NFKB2	HsaINT0113132	chr10:102400492-102400654	163	chr10:102400278-102400491=102400655-102400824:+	IR	AS_NC	chr10	102400492	102400654	+	102400278	102400824	ENSG00000077150
WDR11	HsaINT0181794	chr10:120906022-120906775	754	chr10:120905876-120906021=120906776-120906855:+	IR	AS_NC	chr10	120906022	120906775	+	120905876	120906855	ENSG00000120008
DUSP8	HsaINT0052976	chr11:1557918-1558111	194	chr11:1558112-1558271=1557794-1557917:-	IR	AS_NC	chr11	1557918	1558111	-	1558271	1557794	ENSG00000184545
DUSP8	HsaINT0052977	chr11:1557575-1557793	219	chr11:1557794-1557917=1554044-1557574:-	IR	AS_NC	chr11	1557575	1557793	-	1557917	1554044	ENSG00000184545
TMEM138	HsaINT0168481	chr11:61366217-61367922	1706	chr11:61366045-61366216=61367923-61367998:+	IR	AS_NC	chr11	61366217	61367922	+	61366045	61367998	ENSG00000149483
LARGE2	HsaINT0073861	chr11:45923556-45924153	598	chr11:45923473-45923555=45924154-45924277:+	IR	AS_NC	chr11	45923556	45924153	+	45923473	45924277	ENSG00000165905
LARGE2	HsaINT0073862	chr11:45924278-45924505	228	chr11:45924154-45924277=45924506-45924677:+	IR	AS_NC	chr11	45924278	45924505	+	45924154	45924677	ENSG00000165905
LARGE2	HsaINT0073863	chr11:45924678-45924784	107	chr11:45924506-45924677=45924785-45924889:+	IR	AS_NC	chr11	45924678	45924784	+	45924506	45924889	ENSG00000165905
LARGE2	HsaINT0073857	chr11:45927594-45927919	326	chr11:45927315-45927593=45927920-45928069:+	IR	AS_NC	chr11	45927594	45927919	+	45927315	45928069	ENSG00000165905
CARS	HsaINT0027818	chr11:3001249-3001969	721	chr11:3001970-3002053=3000922-3001248:-	IR	AS_NC	chr11	3001249	3001969	-	3002053	3000922	ENSG00000110619
TCIRG1	HsaINT0165065	chr11:68041832-68042642	811	chr11:68041753-68041831=68042643-68042863:+	IR	AS_NC	chr11	68041832	68042642	+	68041753	68042863	ENSG00000110719
TCIRG1	HsaINT0165068	chr11:68043498-68043570	73	chr11:68043371-68043497=68043571-68043653:+	IR	AS_NC	chr11	68043498	68043570	+	68043371	68043653	ENSG00000110719
TCIRG1	HsaINT0165056	chr11:68047805-68047881	77	chr11:68047647-68047804=68047882-68047972:+	IR	AS_NC	chr11	68047805	68047881	+	68047647	68047972	ENSG00000110719
TCIRG1	HsaINT0165059	chr11:68049295-68049662	368	chr11:68049081-68049294=68049663-68049788:+	IR	AS_NC	chr11	68049295	68049662	+	68049081	68049788	ENSG00000110719
TCIRG1	HsaINT0165062	chr11:68050255-68050486	232	chr11:68050137-68050254=68050487-68050664:+	IR	AS_NC	chr11	68050255	68050486	+	68050137	68050664	ENSG00000110719
CCS	HsaINT0030592	chr11:66599637-66600488	852	chr11:66599459-66599636=66600489-66600549:+	IR	AS_NC	chr11	66599637	66600488	+	66599459	66600549	ENSG00000173992
MADD	HsaINT0098294	chr11:47326808-47328657	1850	chr11:47326738-47326807=47328658-47328704:+	IR	AS_NC	chr11	47326808	47328657	+	47326738	47328704	ENSG00000110514
TBRG1	HsaINT0164643	chr11:124625002-124625670	669	chr11:124624931-124625001=124625671-124625903:+	IR	AS_NC	chr11	124625002	124625670	+	124624931	124625903	ENSG00000154144
TBRG1	HsaINT0164644	chr11:124625904-124626472	569	chr11:124625671-124625903=124626473-124626609:+	IR	AS_NC	chr11	124625904	124626472	+	124625671	124626609	ENSG00000154144
RNF121	HsaINT0141218	chr11:71994853-71995449	597	chr11:71994719-71994852=71995450-71995551:+	IR	AS_NC	chr11	71994853	71995449	+	71994719	71995551	ENSG00000137522
MCAM	HsaINT0100560	chr11:119309916-119310348	433	chr11:119310349-119310466=119308529-119309915:-	IR	AS_NC	chr11	119309916	119310348	-	119310466	119308529	ENSG00000076706
SLC39A13	HsaINT0152985	chr11:47412040-47412345	306	chr11:47411926-47412039=47412346-47412467:+	IR	AS_NC	chr11	47412040	47412345	+	47411926	47412467	ENSG00000165915
SLC39A13	HsaINT0152987	chr11:47413508-47413596	89	chr11:47413400-47413507=47413597-47413686:+	IR	AS_NC	chr11	47413508	47413596	+	47413400	47413686	ENSG00000165915
NDUFV1	HsaINT0112042	chr11:67608479-67608551	73	chr11:67608396-67608478=67608552-67608722:+	IR	AS_NC	chr11	67608479	67608551	+	67608396	67608722	ENSG00000167792
ORAOV1	HsaINT0118413	chr11:69671820-69673215	1396	chr11:69673216-69673321=69671749-69671819:-	IR	AS_NC	chr11	69671820	69673215	-	69673321	69671749	ENSG00000149716
ORAOV1	HsaINT0118415	chr11:69667588-69667894	307	chr11:69667895-69668012=69665563-69667587:-	IR	AS_NC	chr11	69667588	69667894	-	69668012	69665563	ENSG00000149716
DPAGT1	HsaINT0051615	chr11:119100844-119101017	174	chr11:119101018-119101138=119100630-119100843:-	IR	AS_NC	chr11	119100844	119101017	-	119101138	119100630	ENSG00000172269
PIDD1	HsaINT0096070	chr11:801625-801964	340	chr11:801965-802090=801445-801624:-	IR	AS_NC	chr11	801625	801964	-	802090	801445	ENSG00000177595
B4GALNT4	HsaINT0016232	chr11:380952-381668	717	chr11:380825-380951=381669-382116:+	IR	AS_NC	chr11	380952	381668	+	380825	382116	ENSG00000182272
STX3	HsaINT0161335	chr11:59797397-59800854	3458	chr11:59797283-59797396=59800855-59802706:+	IR	AS_NC	chr11	59797397	59800854	+	59797283	59802706	ENSG00000166900
AP2A2	HsaINT0010057	chr11:1006618-1008011	1394	chr11:1006528-1006617=1008012-1008135:+	IR	AS_NC	chr11	1006618	1008011	+	1006528	1008135	ENSG00000183020
MACROD1	HsaINT0098205	chr11:63999037-63999330	294	chr11:63999331-63999404=63998955-63999036:-	IR	AS_NC	chr11	63999037	63999330	-	63999404	63998955	ENSG00000133315
RELT	HsaINT0139318	chr11:73392469-73393836	1368	chr11:73392211-73392468=73393837-73393917:+	IR	AS_NC	chr11	73392469	73393836	+	73392211	73393917	ENSG00000054967
EPS8L2	HsaINT0057369	chr11:709609-710421	813	chr11:709553-709608=710422-710486:+	IR	AS_NC	chr11	709609	710421	+	709553	710486	ENSG00000177106
TKFC	HsaINT0044855	chr11:61333330-61334619	1290	chr11:61333210-61333329=61334620-61334731:+	IR	AS_NC	chr11	61333330	61334619	+	61333210	61334731	ENSG00000149476
TPP1	HsaINT0171401	chr11:6616860-6616974	115	chr11:6616975-6617153=6616661-6616859:-	IR	AS_NC	chr11	6616860	6616974	-	6617153	6616661	ENSG00000166340
TPP1	HsaINT0171403	chr11:6616075-6616314	240	chr11:6616315-6616503=6616005-6616074:-	IR	AS_NC	chr11	6616075	6616314	-	6616503	6616005	ENSG00000166340
TPP1	HsaINT0171404	chr11:6615563-6616004	442	chr11:6616005-6616074=6615442-6615562:-	IR	AS_NC	chr11	6615563	6616004	-	6616074	6615442	ENSG00000166340
SCYL1	HsaINT0146245	chr11:65538325-65538441	117	chr11:65538270-65538324=65538442-65538704:+	IR	AS_NC	chr11	65538325	65538441	+	65538270	65538704	ENSG00000142186
EML3	HsaINT0055978	chr11:62605181-62605641	461	chr11:62605642-62605773=62605113-62605180:-	IR	AS_NC	chr11	62605181	62605641	-	62605773	62605113	ENSG00000149499
EML3	HsaINT0055979	chr11:62604202-62605112	911	chr11:62605113-62605180=62604113-62604201:-	IR	AS_NC	chr11	62604202	62605112	-	62605180	62604113	ENSG00000149499
NXF1	HsaINT0117333	chr11:62798576-62800376	1801	chr11:62800377-62800486=62798539-62798575:-	IR	AS_NC	chr11	62798576	62800376	-	62800486	62798539	ENSG00000162231
GRK2	HsaINT0004963	chr11:67281953-67282270	318	chr11:67281822-67281952=67282271-67282365:+	IR	AS_NC	chr11	67281953	67282270	+	67281822	67282365	ENSG00000173020
VPS51	HsaINT0019726	chr11:65110782-65111326	545	chr11:65110694-65110781=65111327-65111860:+	IR	AS_NC	chr11	65110782	65111326	+	65110694	65111860	ENSG00000149823
DGKZ	HsaINT1010980	chr11:46378501-46378990	490	chr11:46378457-46378500=46378991-46379111:+	IR	AS_NC	chr11	46378501	46378990	+	46378457	46379111	ENSG00000149091
SIDT2	HsaINT0149916	chr11:117193964-117195801	1838	chr11:117193853-117193963=117195802-117195915:+	IR	AS_NC	chr11	117193964	117195801	+	117193853	117195915	ENSG00000149577
TMEM216	HsaINT1044501	chr11:61392666-61393230	565	chr11:61391687-61392665=61393231-61393332:+	IR	AS_NC	chr11	61392666	61393230	+	61391687	61393332	ENSG00000187049
TMEM216	HsaINT1044502	chr11:61397976-61398269	294	chr11:61397774-61397975=61398270-61398851:+	IR	AS_NC	chr11	61397976	61398269	+	61397774	61398851	ENSG00000187049
PCNX3	HsaINT0121506	chr11:65619933-65620338	406	chr11:65619754-65619932=65620339-65620429:+	IR	AS_NC	chr11	65619933	65620338	+	65619754	65620429	ENSG00000197136
PCNX3	HsaINT0121498	chr11:65635449-65635528	80	chr11:65635218-65635448=65635529-65635803:+	IR	AS_NC	chr11	65635449	65635528	+	65635218	65635803	ENSG00000197136
TRIM3	HsaINT0172267	chr11:6449447-6450550	1104	chr11:6450551-6450621=6449306-6449446:-	IR	AS_NC	chr11	6449447	6450550	-	6450621	6449306	ENSG00000110171
ARHGEF17	HsaINT0011948	chr11:73356352-73356708	357	chr11:73356175-73356351=73356709-73356759:+	IR	AS_NC	chr11	73356352	73356708	+	73356175	73356759	ENSG00000110237
ARHGEF17	HsaINT0011938	chr11:73363456-73363746	291	chr11:73363206-73363455=73363747-73363833:+	IR	AS_NC	chr11	73363456	73363746	+	73363206	73363833	ENSG00000110237
ARHGEF17	HsaINT0011939	chr11:73363834-73364171	338	chr11:73363747-73363833=73364172-73364239:+	IR	AS_NC	chr11	73363834	73364171	+	73363747	73364239	ENSG00000110237
ARHGEF17	HsaINT0011941	chr11:73364601-73365389	789	chr11:73364452-73364600=73365390-73365564:+	IR	AS_NC	chr11	73364601	73365389	+	73364452	73365564	ENSG00000110237
SNHG1	HsaINT0155924	chr11:62854065-62854518	454	chr11:62854519-62854551=62854018-62854064:-	IR	AS_NC	chr11	62854065	62854518	-	62854551	62854018	ENSG00000255717
SNHG1	HsaINT0155925	chr11:62853834-62854017	184	chr11:62854018-62854064=62853801-62853833:-	IR	AS_NC	chr11	62853834	62854017	-	62854064	62853801	ENSG00000255717
SNHG1	HsaINT0155928	chr11:62852840-62853074	235	chr11:62853075-62853115=62852811-62852839:-	IR	AS_NC	chr11	62852840	62853074	-	62853115	62852811	ENSG00000255717
SLC29A2	HsaINT0152227	chr11:66367870-66368536	667	chr11:66368537-66368671=66367772-66367869:-	IR	AS_NC	chr11	66367870	66368536	-	66368671	66367772	ENSG00000174669
SLC29A2	HsaINT0152222	chr11:66364425-66365935	1511	chr11:66365936-66366021=66364225-66364424:-	IR	AS_NC	chr11	66364425	66365935	-	66366021	66364225	ENSG00000174669
PDDC1	HsaINT0121843	chr11:770904-770992	89	chr11:770993-771104=770679-770903:-	IR	AS_NC	chr11	770904	770992	-	771104	770679	ENSG00000177225
CEP164	HsaINT0033620	chr11:117409029-117409617	589	chr11:117408890-117409028=117409618-117409965:+	IR	AS_NC	chr11	117409029	117409617	+	117408890	117409965	ENSG00000110274
CEP164	HsaINT0033623	chr11:117410895-117411794	900	chr11:117410828-117410894=117411795-117411917:+	IR	AS_NC	chr11	117410895	117411794	+	117410828	117411917	ENSG00000110274
